source,target,weight
MGYP003596861957,MGYP000481204406,0.408
MGYP003596861957,MGYP000314597050,0.41
MGYP003596861957,MGYP000383395603,0.402
MGYP003596861957,MGYP004613896601,0.437
MGYP003596861957,MGYP001510586574,0.442
MGYP003596861957,MGYP003596861957,1.0
MGYP000314597050,MGYP001469118178,0.441
MGYP000314597050,MGYP003098615616,0.488
MGYP000314597050,MGYP000481204406,0.511
MGYP000314597050,MGYP001264878260,0.42
MGYP000314597050,MGYP000314597050,1.0
MGYP000314597050,MGYP000383395603,0.487
MGYP000314597050,MGYP001510586574,0.534
MGYP000314597050,MGYP004613896601,0.458
MGYP004613896601,MGYP001890969770,0.424
MGYP004613896601,MGYP000383395603,0.412
MGYP004613896601,MGYP004613896601,1.0
MGYP003098615616,MGYP001469118178,0.456
MGYP003098615616,MGYP003098615616,1.0
MGYP003098615616,MGYP000481204406,0.579
MGYP003098615616,MGYP001510586574,0.57
MGYP003098615616,MGYP002472372465,0.45
MGYP000481204406,MGYP001469118178,0.437
MGYP000481204406,MGYP001890969770,0.408
MGYP000481204406,MGYP000481204406,1.0
MGYP000481204406,MGYP001510586574,0.647
MGYP000481204406,MGYP000383395603,0.44
MGYP000481204406,MGYP002472372465,0.429
MGYP001264878260,MGYP001264878260,1.0
MGYP000031141050,MGYP000031141050,1.0
MGYP003162049269,MGYP003162049269,1.0
MGYP000169651421,MGYP000169651421,1.0
MGYP001249334633,MGYP001249334633,1.0
MGYP001653492782,MGYP001653492782,1.0
MGYP003319831267,MGYP003319831267,1.0
MGYP003492434218,MGYP003492434218,1.0
MGYP000959046240,MGYP000959046240,1.0
MGYP003645993113,MGYP003645993113,1.0
MGYP001194963086,MGYP001194963086,1.0
MGYP001194963086,MGYP001956999005,0.445
MGYP001956999005,MGYP001956999005,1.0
MGYP001540568384,MGYP001540568384,1.0
MGYP001540568384,MGYP001469118178,0.462
MGYP001540568384,MGYP002472372465,0.435
MGYP001540568384,MGYP001510586574,0.458
MGYP001469118178,MGYP001469118178,1.0
MGYP001469118178,MGYP002472372465,0.525
MGYP002472372465,MGYP002472372465,1.0
MGYP001510586574,MGYP001510586574,1.0
MGYP003531355793,MGYP003531355793,1.0
MGYP005867313635,MGYP005867313635,1.0
MGYP001518167960,MGYP001518167960,1.0
MGYP000001234716,MGYP000001234716,1.0
MGYP006311286469,MGYP006311286469,1.0
MGYP000263981975,MGYP000263981975,1.0
MGYP001088863167,MGYP001088863167,1.0
MGYP000669839703,MGYP000669839703,1.0
MGYP003611999507,MGYP003611999507,1.0
MGYP003611999507,MGYP002555797718,0.73
MGYP003611999507,MGYP001039521841,0.426
MGYP002555797718,MGYP002555797718,1.0
MGYP002555797718,MGYP001039521841,0.484
MGYP001039521841,MGYP003380039178,0.494
MGYP001039521841,MGYP001039521841,1.0
MGYP002316743070,MGYP002316743070,1.0
MGYP002316743070,MGYP000250110488,0.503
MGYP000250110488,MGYP000250110488,1.0
MGYP002519825551,MGYP002519825551,1.0
MGYP006425597003,MGYP006425597003,1.0
MGYP003592926504,MGYP003592926504,1.0
MGYP000775266980,MGYP000775266980,1.0
MGYP000775266980,MGYP006237487123,0.406
MGYP000434163548,MGYP000434163548,1.0
MGYP000434163548,MGYP002580307632,0.474
MGYP002580307632,MGYP002580307632,1.0
MGYP000193514881,MGYP000193514881,1.0
MGYP004654870385,MGYP004654870385,1.0
MGYP004654870385,MGYP000038838088,0.424
MGYP004654870385,MGYP003368205443,0.43
MGYP000038838088,MGYP002627159086,0.431
MGYP000038838088,MGYP003368205443,0.466
MGYP000038838088,MGYP001523285696,0.447
MGYP000038838088,MGYP000038838088,1.0
MGYP003368205443,MGYP002627159086,0.449
MGYP003368205443,MGYP003368205443,1.0
MGYP003368205443,MGYP001523285696,0.522
MGYP002627159086,MGYP002627159086,1.0
MGYP003109573768,MGYP003109573768,1.0
MGYP005765694895,MGYP005765694895,1.0
MGYP005840043345,MGYP005840043345,1.0
MGYP001578221808,MGYP001578221808,1.0
MGYP002633051820,MGYP002633051820,1.0
MGYP001155315197,MGYP001155315197,1.0
MGYP005730626051,MGYP005730626051,1.0
MGYP006141419235,MGYP006141419235,1.0
MGYP002517673199,MGYP002517673199,1.0
MGYP005681213765,MGYP005681213765,1.0
MGYP001196010002,MGYP001196010002,1.0
MGYP003247902184,MGYP003247902184,1.0
MGYP005938155281,MGYP005938155281,1.0
MGYP000982907811,MGYP000982907811,1.0
MGYP000982907811,MGYP002560355493,0.596
MGYP000982907811,MGYP001101203052,0.574
MGYP000982907811,MGYP001466321098,0.618
MGYP002560355493,MGYP001101203052,0.754
MGYP002560355493,MGYP002560355493,1.0
MGYP002560355493,MGYP001466321098,0.62
MGYP001101203052,MGYP001101203052,1.0
MGYP001101203052,MGYP001466321098,0.588
MGYP001466321098,MGYP003105168882,0.604
MGYP001466321098,MGYP001466321098,1.0
MGYP002179797021,MGYP002179797021,1.0
MGYP002179797021,MGYP002674228910,0.563
MGYP002179797021,MGYP002618658895,0.628
MGYP002179797021,MGYP001376430422,0.597
MGYP002179797021,MGYP004571425159,0.56
MGYP002179797021,MGYP001778850415,0.53
MGYP002179797021,MGYP001173813101,0.506
MGYP002674228910,MGYP001376430422,0.54
MGYP002674228910,MGYP001216897956,0.536
MGYP002674228910,MGYP002618658895,0.639
MGYP002674228910,MGYP003452267410,0.534
MGYP002674228910,MGYP004571425159,0.976
MGYP002674228910,MGYP002674228910,1.0
MGYP002674228910,MGYP001778850415,0.637
MGYP002674228910,MGYP000826476480,0.571
MGYP002618658895,MGYP001216897956,0.588
MGYP002618658895,MGYP002618658895,1.0
MGYP002618658895,MGYP003452267410,0.557
MGYP001376430422,MGYP001376430422,1.0
MGYP001376430422,MGYP001173813101,0.614
MGYP001376430422,MGYP001778850415,0.588
MGYP001376430422,MGYP004571425159,0.554
MGYP001376430422,MGYP001371579045,0.59
MGYP001376430422,MGYP000826476480,0.557
MGYP004571425159,MGYP001371579045,0.447
MGYP004571425159,MGYP004571425159,1.0
MGYP004571425159,MGYP001778850415,0.625
MGYP004571425159,MGYP000826476480,0.591
MGYP004571425159,MGYP001173813101,0.498
MGYP001778850415,MGYP001371579045,0.521
MGYP001778850415,MGYP000826476480,0.626
MGYP001778850415,MGYP001173813101,0.555
MGYP001778850415,MGYP001778850415,1.0
MGYP001173813101,MGYP001371579045,0.635
MGYP001173813101,MGYP000826476480,0.558
MGYP001173813101,MGYP001173813101,1.0
MGYP000670461966,MGYP003544042940,0.685
MGYP000670461966,MGYP003297281129,0.535
MGYP000670461966,MGYP002734845437,0.537
MGYP000670461966,MGYP000670461966,1.0
MGYP000979216855,MGYP000979216855,1.0
MGYP003620591792,MGYP003620591792,1.0
MGYP003620591792,MGYP001320399101,0.461
MGYP003620591792,MGYP000822161164,0.408
MGYP001320399101,MGYP001320399101,1.0
MGYP001320399101,MGYP000822161164,0.464
MGYP000822161164,MGYP001509127061,0.734
MGYP000822161164,MGYP000822161164,1.0
MGYP000822161164,MGYP000339904785,0.836
MGYP002663148770,MGYP002663148770,1.0
MGYP003669002542,MGYP003669002542,1.0
MGYP001509481517,MGYP001509481517,1.0
MGYP001509481517,MGYP000199778623,0.858
MGYP000199778623,MGYP000199778623,1.0
MGYP001117084271,MGYP001117084271,1.0
MGYP006252809231,MGYP006252809231,1.0
MGYP002779002667,MGYP002779002667,1.0
MGYP001127097383,MGYP001127097383,1.0
MGYP003984223995,MGYP003984223995,1.0
MGYP000914755042,MGYP000914755042,1.0
MGYP000516712966,MGYP000516712966,1.0
MGYP005739698605,MGYP005739698605,1.0
MGYP001073242756,MGYP001073242756,1.0
MGYP001371579045,MGYP001371579045,1.0
MGYP001371579045,MGYP000826476480,0.467
MGYP000826476480,MGYP000826476480,1.0
MGYP000826476480,MGYP000833997101,0.786
MGYP004523630497,MGYP004523630497,1.0
MGYP004523630497,MGYP000945514651,0.746
MGYP004523630497,MGYP000678768359,0.746
MGYP004523630497,MGYP002985179274,0.543
MGYP004523630497,MGYP002572016614,0.534
MGYP004523630497,MGYP000263240080,0.523
MGYP004523630497,MGYP000945298188,0.44
MGYP002572016614,MGYP002572016614,1.0
MGYP002572016614,MGYP002985179274,0.514
MGYP002572016614,MGYP000678768359,0.516
MGYP002572016614,MGYP000263240080,0.474
MGYP002572016614,MGYP000945514651,0.501
MGYP003146549923,MGYP003146549923,1.0
MGYP003099869890,MGYP003099869890,1.0
MGYP004597609889,MGYP004597609889,1.0
MGYP000114032454,MGYP000114032454,1.0
MGYP005656661255,MGYP005656661255,1.0
MGYP001382666178,MGYP001382666178,1.0
MGYP003195860402,MGYP003195860402,1.0
MGYP000093275954,MGYP000093275954,1.0
MGYP000349683902,MGYP000349683902,1.0
MGYP000092203996,MGYP000092203996,1.0
MGYP006271999683,MGYP006271999683,1.0
MGYP003297200145,MGYP003297200145,1.0
MGYP001984216881,MGYP001984216881,1.0
MGYP001984216881,MGYP001408698813,0.623
MGYP001984216881,MGYP000191101272,0.566
MGYP001408698813,MGYP000191101272,0.506
MGYP001408698813,MGYP001408698813,1.0
MGYP001408698813,MGYP001206903910,0.445
MGYP000191101272,MGYP000191101272,1.0
MGYP000191101272,MGYP001206903910,0.406
MGYP000639498402,MGYP000639498402,1.0
MGYP000639498402,MGYP000486671368,0.576
MGYP000639498402,MGYP000818159388,0.523
MGYP000639498402,MGYP002727262823,0.437
MGYP000639498402,MGYP002624990810,0.447
MGYP001239945843,MGYP001239945843,1.0
MGYP001152953167,MGYP001152953167,1.0
MGYP001152953167,MGYP000727425033,0.901
MGYP001152953167,MGYP006423832049,0.583
MGYP001152953167,MGYP000859627391,0.589
MGYP001152953167,MGYP003512395260,0.577
MGYP001152953167,MGYP001766176634,0.409
MGYP000727425033,MGYP000859627391,0.596
MGYP000727425033,MGYP006423832049,0.606
MGYP000727425033,MGYP000727425033,1.0
MGYP006423832049,MGYP000859627391,0.57
MGYP006423832049,MGYP006423832049,1.0
MGYP000859627391,MGYP000859627391,1.0
MGYP003512395260,MGYP003512395260,1.0
MGYP001766176634,MGYP001766176634,1.0
MGYP001463157295,MGYP001463157295,1.0
MGYP000436065612,MGYP000436065612,1.0
MGYP001419063888,MGYP000254479303,0.413
MGYP001419063888,MGYP001419063888,1.0
MGYP003293693305,MGYP003293693305,1.0
MGYP000946609967,MGYP000946609967,1.0
MGYP003480930340,MGYP003480930340,1.0
MGYP000587959884,MGYP000587959884,1.0
MGYP005747155607,MGYP005747155607,1.0
MGYP003289194339,MGYP003289194339,1.0
MGYP000787585426,MGYP000787585426,1.0
MGYP001158408812,MGYP001158408812,1.0
MGYP001586327527,MGYP001586327527,1.0
MGYP000979112180,MGYP000979112180,1.0
MGYP004443244313,MGYP004443244313,1.0
MGYP001277294790,MGYP001277294790,1.0
MGYP000411885167,MGYP000411885167,1.0
MGYP000411885167,MGYP002596084419,0.498
MGYP000411885167,MGYP002511623323,0.502
MGYP000411885167,MGYP003288708258,0.433
MGYP000411885167,MGYP002230348848,0.425
MGYP002596084419,MGYP000874539173,0.515
MGYP002596084419,MGYP003288708258,0.457
MGYP002596084419,MGYP002230348848,0.457
MGYP002596084419,MGYP002596084419,1.0
MGYP002596084419,MGYP002511623323,0.59
MGYP002596084419,MGYP002298052746,0.422
MGYP002596084419,MGYP000752547017,0.405
MGYP003288708258,MGYP003288708258,1.0
MGYP003288708258,MGYP002298052746,0.428
MGYP003288708258,MGYP002658373504,0.403
MGYP003288708258,MGYP002511623323,0.454
MGYP003288708258,MGYP002230348848,0.405
MGYP002230348848,MGYP003056818173,0.565
MGYP002230348848,MGYP002230348848,1.0
MGYP002230348848,MGYP002770660688,0.579
MGYP002230348848,MGYP002511623323,0.445
MGYP002298052746,MGYP002658373504,0.452
MGYP002298052746,MGYP002298052746,1.0
MGYP002770660688,MGYP003056818173,0.717
MGYP002770660688,MGYP002770660688,1.0
MGYP003056818173,MGYP003056818173,1.0
MGYP004570455549,MGYP004570455549,1.0
MGYP002658373504,MGYP002658373504,1.0
MGYP000874539173,MGYP000874539173,1.0
MGYP000874539173,MGYP002511623323,0.527
MGYP002511623323,MGYP000790890586,0.446
MGYP002511623323,MGYP002511623323,1.0
MGYP000790890586,MGYP000790890586,1.0
MGYP000752547017,MGYP000752547017,1.0
MGYP002611822732,MGYP000833733883,0.56
MGYP002611822732,MGYP002611822732,1.0
MGYP002611822732,MGYP001087628112,0.414
MGYP004720212575,MGYP004720212575,1.0
MGYP004720212575,MGYP005838517315,0.433
MGYP001016106376,MGYP001016106376,1.0
MGYP001016106376,MGYP001087628112,0.487
MGYP000225858587,MGYP000225858587,1.0
MGYP000225858587,MGYP006339039801,0.464
MGYP006339039801,MGYP006339039801,1.0
MGYP002764707242,MGYP002764707242,1.0
MGYP003845552079,MGYP003845552079,1.0
MGYP000802629567,MGYP000802629567,1.0
MGYP000802629567,MGYP001172987579,0.497
MGYP000802629567,MGYP001328026959,0.476
MGYP000802629567,MGYP003419151902,0.493
MGYP000802629567,MGYP003505732002,0.499
MGYP001172987579,MGYP001172987579,1.0
MGYP001172987579,MGYP001328026959,0.491
MGYP001172987579,MGYP005647820067,0.585
MGYP001172987579,MGYP003419151902,0.479
MGYP001172987579,MGYP000094007252,0.452
MGYP001172987579,MGYP003505732002,0.506
MGYP001328026959,MGYP000094007252,0.528
MGYP001328026959,MGYP003574201834,0.488
MGYP001328026959,MGYP001328026959,1.0
MGYP001328026959,MGYP003419151902,0.543
MGYP001328026959,MGYP002344263135,0.466
MGYP001328026959,MGYP003505732002,0.535
MGYP003419151902,MGYP000094007252,0.498
MGYP003419151902,MGYP003574201834,0.471
MGYP003419151902,MGYP003419151902,1.0
MGYP003419151902,MGYP003505732002,0.713
MGYP003419151902,MGYP002344263135,0.443
MGYP003505732002,MGYP005647820067,0.686
MGYP003505732002,MGYP003505732002,1.0
MGYP003505732002,MGYP002344263135,0.472
MGYP000094007252,MGYP000094007252,1.0
MGYP000094007252,MGYP003574201834,0.455
MGYP003574201834,MGYP003574201834,1.0
MGYP003574201834,MGYP002344263135,0.74
MGYP002344263135,MGYP002344263135,1.0
MGYP000373951443,MGYP000373951443,1.0
MGYP000495477914,MGYP000495477914,1.0
MGYP001180936304,MGYP001180936304,1.0
MGYP001180936304,MGYP003653618778,0.532
MGYP005780327535,MGYP005780327535,1.0
MGYP000240487312,MGYP000240487312,1.0
MGYP002230226283,MGYP002230226283,1.0
MGYP000636587783,MGYP000636587783,1.0
MGYP000381931889,MGYP000381931889,1.0
MGYP000790318078,MGYP000790318078,1.0
MGYP001032136582,MGYP001032136582,1.0
MGYP000862152061,MGYP000862152061,1.0
MGYP002332274002,MGYP002332274002,1.0
MGYP000921923439,MGYP000921923439,1.0
MGYP001345248317,MGYP001345248317,1.0
MGYP001345248317,MGYP000852435882,0.642
MGYP001345248317,MGYP002554692264,0.571
MGYP000852435882,MGYP002554692264,0.508
MGYP000852435882,MGYP000852435882,1.0
MGYP002554692264,MGYP002554692264,1.0
MGYP006379067849,MGYP006379067849,1.0
MGYP002849795990,MGYP002849795990,1.0
MGYP003561140544,MGYP003561140544,1.0
MGYP000698696553,MGYP000698696553,1.0
MGYP003092805622,MGYP003092805622,1.0
MGYP003092805622,MGYP004504192095,0.473
MGYP003092805622,MGYP006320119581,0.425
MGYP004504192095,MGYP004504192095,1.0
MGYP004504192095,MGYP004564915777,0.509
MGYP004504192095,MGYP001318240106,0.458
MGYP004504192095,MGYP006320119581,0.455
MGYP004504192095,MGYP003514646895,0.439
MGYP004564915777,MGYP003514646895,0.406
MGYP004564915777,MGYP004564915777,1.0
MGYP004564915777,MGYP006320119581,0.411
MGYP003473885861,MGYP003473885861,1.0
MGYP003473885861,MGYP000666234717,0.408
MGYP000666234717,MGYP000666234717,1.0
MGYP000655215828,MGYP000655215828,1.0
MGYP000655215828,MGYP001087646811,0.479
MGYP001087646811,MGYP001087646811,1.0
MGYP000944220517,MGYP000944220517,1.0
MGYP000944220517,MGYP006080223573,0.432
MGYP006080223573,MGYP006080223573,1.0
MGYP000254599326,MGYP000254599326,1.0
MGYP005660592135,MGYP005660592135,1.0
MGYP006186132841,MGYP006186132841,1.0
MGYP000113589528,MGYP000113589528,1.0
MGYP003089641211,MGYP003089641211,1.0
MGYP001131375482,MGYP001131375482,1.0
MGYP001131375482,MGYP002780715872,0.536
MGYP002780715872,MGYP002780715872,1.0
MGYP000360623790,MGYP000360623790,1.0
MGYP000360623790,MGYP001776382464,0.569
MGYP001776382464,MGYP001776382464,1.0
MGYP006178361291,MGYP006178361291,1.0
MGYP003339415917,MGYP003339415917,1.0
MGYP000815103488,MGYP000815103488,1.0
MGYP000235482707,MGYP000235482707,1.0
MGYP000235482707,MGYP000709336443,0.505
MGYP000235482707,MGYP000856434003,0.552
MGYP000709336443,MGYP000709336443,1.0
MGYP000709336443,MGYP000856434003,0.596
MGYP001006926199,MGYP001006926199,1.0
MGYP004514143069,MGYP004514143069,1.0
MGYP000256527281,MGYP000256527281,1.0
MGYP000256527281,MGYP004725093699,0.414
MGYP002561803207,MGYP002561803207,1.0
MGYP002561803207,MGYP004725093699,0.526
MGYP004725093699,MGYP004725093699,1.0
MGYP005727191255,MGYP005727191255,1.0
MGYP003677809453,MGYP003677809453,1.0
MGYP003189039496,MGYP003189039496,1.0
MGYP003189039496,MGYP006379339927,0.538
MGYP003189039496,MGYP001778406318,0.57
MGYP003189039496,MGYP002543929689,0.512
MGYP006379339927,MGYP001778406318,0.576
MGYP006379339927,MGYP002543929689,0.489
MGYP006379339927,MGYP006379339927,1.0
MGYP001778406318,MGYP001778406318,1.0
MGYP001778406318,MGYP002543929689,0.552
MGYP001778406318,MGYP005961759939,0.445
MGYP002543929689,MGYP002543929689,1.0
MGYP005961759939,MGYP005961759939,1.0
MGYP002552746564,MGYP002552746564,1.0
MGYP002552746564,MGYP002678330434,0.483
MGYP002678330434,MGYP002678330434,1.0
MGYP002648928978,MGYP004592551343,0.656
MGYP002648928978,MGYP000478590180,0.534
MGYP002648928978,MGYP002648928978,1.0
MGYP004592551343,MGYP004592551343,1.0
MGYP004592551343,MGYP000478590180,0.516
MGYP002791515080,MGYP002791515080,1.0
MGYP000478590180,MGYP000478590180,1.0
MGYP001111423009,MGYP001111423009,1.0
MGYP001111423009,MGYP005949673483,0.905
MGYP001111423009,MGYP003287196971,0.561
MGYP003287196971,MGYP003287196971,1.0
MGYP003287196971,MGYP005949673483,0.524
MGYP005949673483,MGYP005949673483,1.0
MGYP003327888623,MGYP003327888623,1.0
MGYP003322377042,MGYP003322377042,1.0
MGYP003368824495,MGYP003368824495,1.0
MGYP005934633535,MGYP005934633535,1.0
MGYP002530622699,MGYP002530622699,1.0
MGYP000015518294,MGYP000015518294,1.0
MGYP002653730636,MGYP002653730636,1.0
MGYP001066119594,MGYP001066119594,1.0
MGYP005891520121,MGYP005891520121,1.0
MGYP005838517315,MGYP005838517315,1.0
MGYP003170694309,MGYP003170694309,1.0
MGYP003253434007,MGYP003253434007,1.0
MGYP000833733883,MGYP000833733883,1.0
MGYP000833733883,MGYP001087628112,0.431
MGYP001087628112,MGYP001087628112,1.0
MGYP006143181743,MGYP006143181743,1.0
MGYP000810147740,MGYP000810147740,1.0
MGYP000810147740,MGYP001528249328,0.579
MGYP001214108955,MGYP001214108955,1.0
MGYP001214108955,MGYP001420110090,0.832
MGYP001214108955,MGYP003311634907,0.674
MGYP001214108955,MGYP003388576088,0.488
MGYP001420110090,MGYP001420110090,1.0
MGYP001420110090,MGYP003311634907,0.708
MGYP001420110090,MGYP003558231679,0.53
MGYP003311634907,MGYP003558231679,0.569
MGYP003311634907,MGYP003311634907,1.0
MGYP003388576088,MGYP003388576088,1.0
MGYP000133556751,MGYP000133556751,1.0
MGYP000133556751,MGYP001533181165,0.786
MGYP001533181165,MGYP001533181165,1.0
MGYP004451967021,MGYP004451967021,1.0
MGYP004451967021,MGYP005694132667,0.442
MGYP000945514651,MGYP004599950037,0.541
MGYP000945514651,MGYP000945298188,0.435
MGYP000945514651,MGYP000945514651,1.0
MGYP000945514651,MGYP000678768359,0.732
MGYP000945514651,MGYP002985179274,0.538
MGYP000678768359,MGYP000945298188,0.408
MGYP000678768359,MGYP000678768359,1.0
MGYP000678768359,MGYP002985179274,0.52
MGYP002985179274,MGYP000945298188,0.454
MGYP002985179274,MGYP000263240080,0.437
MGYP002985179274,MGYP002985179274,1.0
MGYP000263240080,MGYP000945298188,0.484
MGYP000263240080,MGYP000263240080,1.0
MGYP000945298188,MGYP000945298188,1.0
MGYP001224532435,MGYP005698588385,0.554
MGYP001224532435,MGYP000926283738,0.563
MGYP001224532435,MGYP001224532435,1.0
MGYP001224532435,MGYP003387575971,0.553
MGYP001224532435,MGYP000093040556,0.471
MGYP005698588385,MGYP005698588385,1.0
MGYP005698588385,MGYP003387575971,0.523
MGYP005698588385,MGYP000926283738,0.515
MGYP005698588385,MGYP000093040556,0.435
MGYP003387575971,MGYP000926283738,0.631
MGYP003387575971,MGYP003387575971,1.0
MGYP003387575971,MGYP000093040556,0.505
MGYP000926283738,MGYP000926283738,1.0
MGYP000926283738,MGYP000093040556,0.545
MGYP000093040556,MGYP000093040556,1.0
MGYP001208872388,MGYP001208872388,1.0
MGYP001208872388,MGYP001471308912,0.737
MGYP001208872388,MGYP001234694817,0.509
MGYP001471308912,MGYP001234694817,0.558
MGYP001471308912,MGYP001471308912,1.0
MGYP001234694817,MGYP001234694817,1.0
MGYP001350118681,MGYP001350118681,1.0
MGYP004542685323,MGYP004542685323,1.0
MGYP003191902713,MGYP003191902713,1.0
MGYP000642040398,MGYP000642040398,1.0
MGYP002637621821,MGYP002637621821,1.0
MGYP001164994215,MGYP001164994215,1.0
MGYP000955846138,MGYP000955846138,1.0
MGYP001018930784,MGYP001018930784,1.0
MGYP000000572730,MGYP000000572730,1.0
MGYP000000572730,MGYP000641886823,0.777
MGYP000000572730,MGYP000524320315,0.45
MGYP003575091559,MGYP003575091559,1.0
MGYP000743695516,MGYP000743695516,1.0
MGYP005766316005,MGYP005766316005,1.0
MGYP001072276132,MGYP001072276132,1.0
MGYP002614141904,MGYP002614141904,1.0
MGYP004544363311,MGYP004544363311,1.0
MGYP005926556339,MGYP005926556339,1.0
MGYP001345917204,MGYP001345917204,1.0
MGYP003476706662,MGYP003476706662,1.0
MGYP004447137993,MGYP004447137993,1.0
MGYP003279562733,MGYP003279562733,1.0
MGYP000051960425,MGYP000051960425,1.0
MGYP003560731576,MGYP003560731576,1.0
MGYP003560731576,MGYP004618143819,0.595
MGYP003560731576,MGYP000087414822,0.598
MGYP004618143819,MGYP001023751279,0.61
MGYP004618143819,MGYP004618143819,1.0
MGYP000087414822,MGYP000087414822,1.0
MGYP001128528187,MGYP001114429382,0.707
MGYP001128528187,MGYP001128528187,1.0
MGYP001114429382,MGYP001114429382,1.0
MGYP001187982240,MGYP001187982240,1.0
MGYP001206903910,MGYP001206903910,1.0
MGYP006206604255,MGYP006206604255,1.0
MGYP006206604255,MGYP000157693399,0.59
MGYP006206604255,MGYP003526728599,0.502
MGYP006206604255,MGYP003579464636,0.593
MGYP006206604255,MGYP000464042391,0.541
MGYP006206604255,MGYP003387195167,0.501
MGYP006206604255,MGYP003089852933,0.426
MGYP006206604255,MGYP001605323025,0.406
MGYP000157693399,MGYP000157693399,1.0
MGYP000157693399,MGYP003526728599,0.526
MGYP000157693399,MGYP003387195167,0.546
MGYP000157693399,MGYP003355496076,0.526
MGYP000157693399,MGYP003089852933,0.467
MGYP000157693399,MGYP001605323025,0.445
MGYP000157693399,MGYP003087108040,0.405
MGYP003526728599,MGYP003089852933,0.41
MGYP003526728599,MGYP000009481840,0.759
MGYP003526728599,MGYP003526728599,1.0
MGYP003526728599,MGYP003387195167,0.484
MGYP003526728599,MGYP003355496076,0.452
MGYP003579464636,MGYP003579464636,1.0
MGYP000464042391,MGYP003089852933,0.415
MGYP000464042391,MGYP000464042391,1.0
MGYP000464042391,MGYP000009481840,0.447
MGYP003387195167,MGYP003089852933,0.501
MGYP003387195167,MGYP003387195167,1.0
MGYP003387195167,MGYP003355496076,0.497
MGYP003387195167,MGYP001605323025,0.421
MGYP003089852933,MGYP003089852933,1.0
MGYP001605323025,MGYP003087108040,0.416
MGYP001605323025,MGYP001605323025,1.0
MGYP003087108040,MGYP001331709931,0.505
MGYP003087108040,MGYP003087108040,1.0
MGYP001951206788,MGYP001951206788,1.0
MGYP001951206788,MGYP006402382711,0.455
MGYP001951206788,MGYP005700057827,0.413
MGYP001951206788,MGYP000076294161,0.407
MGYP006402382711,MGYP006402382711,1.0
MGYP006402382711,MGYP000076294161,0.423
MGYP005700057827,MGYP005700057827,1.0
MGYP000076294161,MGYP000076294161,1.0
MGYP000129638219,MGYP000129638219,1.0
MGYP000129638219,MGYP001439912691,0.751
MGYP001439912691,MGYP001439912691,1.0
MGYP006394165769,MGYP006394165769,1.0
MGYP006394165769,MGYP000720986015,0.459
MGYP006394165769,MGYP006110595771,0.451
MGYP000720986015,MGYP000720986015,1.0
MGYP006110595771,MGYP006110595771,1.0
MGYP001185323050,MGYP001185323050,1.0
MGYP001420866683,MGYP001478251809,0.538
MGYP001420866683,MGYP001244807290,0.548
MGYP001420866683,MGYP001420866683,1.0
MGYP001478251809,MGYP001478251809,1.0
MGYP001449180844,MGYP001449180844,1.0
MGYP001773770218,MGYP001773770218,1.0
MGYP001585115100,MGYP001585115100,1.0
MGYP001153155523,MGYP001153155523,1.0
MGYP000357352994,MGYP000357352994,1.0
MGYP001352856213,MGYP001352856213,1.0
MGYP001567808261,MGYP001567808261,1.0
MGYP000717097101,MGYP000717097101,1.0
MGYP001221072025,MGYP001221072025,1.0
MGYP001221072025,MGYP001280631564,0.437
MGYP001280631564,MGYP001280631564,1.0
MGYP002705957810,MGYP002705957810,1.0
MGYP002597189625,MGYP002597189625,1.0
MGYP003306935247,MGYP003306935247,1.0
MGYP000548363612,MGYP000548363612,1.0
MGYP005696008155,MGYP005696008155,1.0
MGYP001236358508,MGYP001236358508,1.0
MGYP001481820706,MGYP001481820706,1.0
MGYP003562556033,MGYP003562556033,1.0
MGYP000224433724,MGYP000224433724,1.0
MGYP003183494038,MGYP003183494038,1.0
MGYP003183494038,MGYP002531654788,0.696
MGYP003183494038,MGYP000784517406,0.694
MGYP003183494038,MGYP001085136687,0.692
MGYP002531654788,MGYP000784517406,0.753
MGYP002531654788,MGYP001645803008,0.534
MGYP002531654788,MGYP002531654788,1.0
MGYP005948167423,MGYP005948167423,1.0
MGYP005948167423,MGYP003580963441,0.552
MGYP005948167423,MGYP003202486108,0.551
MGYP003580963441,MGYP003580963441,1.0
MGYP003580963441,MGYP003202486108,0.588
MGYP003202486108,MGYP003202486108,1.0
MGYP006343591371,MGYP006343591371,1.0
MGYP001173305733,MGYP001173305733,1.0
MGYP001173305733,MGYP002706983636,0.58
MGYP001173305733,MGYP001305117445,0.485
MGYP002706983636,MGYP002706983636,1.0
MGYP002706983636,MGYP001305117445,0.506
MGYP001305117445,MGYP001305117445,1.0
MGYP004546868457,MGYP004546868457,1.0
MGYP001449065206,MGYP001449065206,1.0
MGYP001618105382,MGYP001385741666,0.435
MGYP001618105382,MGYP001618105382,1.0
MGYP001618105382,MGYP005044599965,0.551
MGYP001757811547,MGYP001757811547,1.0
MGYP002785063883,MGYP002785063883,1.0
MGYP004545802213,MGYP004545802213,1.0
MGYP004545802213,MGYP001145676958,0.419
MGYP001145676958,MGYP001145676958,1.0
MGYP005875240563,MGYP005875240563,1.0
MGYP003284501384,MGYP003284501384,1.0
MGYP003284501384,MGYP002922894085,0.503
MGYP003284501384,MGYP000747519422,0.475
MGYP002922894085,MGYP002922894085,1.0
MGYP002922894085,MGYP000747519422,0.494
MGYP000747519422,MGYP000747519422,1.0
MGYP002742368969,MGYP002742368969,1.0
