protein,cluster
MGYP003281456774,2599
MGYP001941087840,2600
MGYP001744697357,2601
MGYP000446861411,2601
MGYP006117800953,2601
MGYP000659556900,2601
MGYP001403127934,2602
MGYP000806818322,2603
MGYP000061384735,2603
MGYP004559357483,2603
MGYP000812349829,2603
MGYP000537476983,2603
MGYP002730490439,2603
MGYP000735023728,2603
MGYP003428464729,2603
MGYP004520791643,2604
MGYP001744442455,2605
MGYP004732920863,2605
MGYP000166883829,2605
MGYP001292360891,2605
MGYP002724410831,2606
MGYP003477608083,2607
MGYP002965702099,2608
MGYP000322988018,2609
MGYP000795783655,2610
MGYP001589968297,2611
MGYP006425597003,2612
MGYP000418507406,2613
MGYP004511668415,2613
MGYP004473518205,2613
MGYP002574632829,2613
MGYP002558002436,2613
MGYP003592926504,2614
MGYP002718039827,1400
MGYP000769140300,2449
MGYP002524260800,2615
MGYP001076718367,2616
MGYP006369222417,2617
MGYP001348771349,2618
MGYP002602308114,2336
MGYP003252658856,2336
MGYP000972289704,2619
MGYP001375142427,2620
MGYP000419362695,2621
MGYP000971461254,2622
MGYP000729597009,2623
MGYP003158657132,2623
MGYP000171574687,2623
MGYP002316557123,2623
MGYP001291261292,2624
MGYP001062427131,2625
MGYP006321232191,2626
MGYP006099206937,2627
MGYP001424133119,2628
MGYP002631543832,2629
MGYP002763267867,2630
MGYP000513348482,115
MGYP001942960025,2631
MGYP005989078489,2632
MGYP003958324301,2633
MGYP001203196613,2633
MGYP000685719595,2634
MGYP006169746853,2634
MGYP004654270053,2634
MGYP001414588279,2635
MGYP001013245648,2636
MGYP006244914661,2637
MGYP002763361965,2638
MGYP006272764189,2639
MGYP006254788913,2640
MGYP005644182577,2641
MGYP001472827915,2642
MGYP001308030837,2643
MGYP002616690157,2644
MGYP001072790414,2645
MGYP000431072539,2646
MGYP003353181719,2647
MGYP001448649076,2648
MGYP001635655973,2649
MGYP001281051854,2650
MGYP001307753267,2651
MGYP001260559664,2652
MGYP000837799147,127
MGYP002055206703,2653
MGYP002799111435,1681
MGYP000263028967,2654
MGYP003483256196,2654
MGYP003260369547,2655
MGYP000158837175,2656
MGYP001015705975,2657
MGYP001825550879,2658
MGYP001142625247,2659
MGYP001759308138,2660
MGYP000687002044,2660
MGYP003476724184,2661
MGYP004510276311,2662
MGYP001630940208,2663
MGYP000302560236,2664
MGYP003345088831,2665
MGYP003141840259,2666
MGYP001480660238,2667
MGYP002761974618,2668
MGYP001545510388,2669
MGYP000515236798,2670
MGYP003891466113,2671
MGYP001130432510,2672
MGYP003623601714,2673
MGYP000967338759,2674
MGYP003913949751,2675
MGYP001772580269,2676
MGYP004533893379,414
MGYP004486879805,414
MGYP002798130336,414
MGYP005674253719,414
MGYP000712222984,2677
MGYP000721407641,459
MGYP003549254264,459
MGYP002604653692,2678
MGYP000319086825,2679
MGYP000065532956,2680
MGYP000411750552,2681
MGYP003229195443,2682
MGYP001400797356,2683
MGYP001459529460,2683
MGYP001472855791,398
MGYP001280581018,398
MGYP000474637216,198
MGYP000687329474,1296
MGYP000969618000,2684
MGYP006145935749,2685
MGYP003109425793,2686
MGYP000036961501,2687
MGYP004594624523,2688
MGYP003300830531,2689
MGYP003701266191,692
MGYP000913220382,2690
MGYP000793780469,414
MGYP002730443936,2691
MGYP002514952291,2691
MGYP006184409245,1922
MGYP001135907773,2692
MGYP004677779459,2693
MGYP002766324060,2694
MGYP002617158420,2695
MGYP002611556538,2696
MGYP000535548885,2696
MGYP001612000522,2697
MGYP003464446564,366
MGYP002870231748,366
MGYP001044194578,2698
MGYP002114750513,2699
MGYP003227503677,2700
MGYP006364131725,2700
MGYP005702446803,12
MGYP002522346554,12
MGYP005824882259,12
MGYP003101404382,1449
MGYP001046372319,1449
MGYP005671563937,2701
MGYP000188589429,2702
MGYP005662654833,2703
MGYP000347679670,2704
MGYP001543896116,2705
MGYP003438625320,2706
MGYP001567246999,2707
MGYP000277082694,2708
MGYP000334802206,2709
MGYP005610784717,428
MGYP000892037182,2710
MGYP001680759139,2710
MGYP002988579956,2711
MGYP001598049838,2712
MGYP000047065591,2713
MGYP003272167296,2714
MGYP000641886823,263
MGYP000000572730,263
MGYP003369024212,2715
MGYP001033508324,2716
MGYP001304429734,2717
MGYP001492771170,2717
MGYP003620646200,2718
MGYP000390508325,2718
MGYP001387290353,2719
MGYP002561482543,2720
MGYP001471924514,2720
MGYP001120814928,2721
MGYP002649272062,2722
MGYP000826476480,40
MGYP001376430422,40
MGYP001515385241,12
MGYP002932641828,12
MGYP003476228124,12
MGYP001382369921,2723
MGYP001101526505,2724
MGYP000624035669,2724
MGYP002636397081,2725
MGYP001002772614,2725
MGYP003163521627,2725
MGYP001821912652,2726
MGYP003545247327,2727
MGYP005615188309,192
MGYP003176986549,192
MGYP000775266980,192
MGYP000434163548,2728
MGYP002580307632,2728
MGYP001478333613,364
MGYP001410015277,2729
MGYP000599476599,2730
MGYP005997359817,2731
MGYP001180963640,2731
MGYP000624182113,2732
MGYP000938067622,2733
MGYP000937721820,2734
MGYP005786516593,2735
MGYP004529996299,2736
MGYP003221592632,2737
MGYP006305642923,2738
MGYP001606739886,2739
MGYP000749676751,851
MGYP003613756561,2740
MGYP002735541936,2741
MGYP002774068281,2742
MGYP003331247838,2743
MGYP002551707974,2744
MGYP003272149923,2744
MGYP003395985174,2745
MGYP006083335473,2746
MGYP001782921067,2747
MGYP001363892931,2748
MGYP001820344886,2749
MGYP001820040496,2749
MGYP002813294549,2749
MGYP001761344647,2750
MGYP002656505996,2751
MGYP003308492990,2751
MGYP000406645239,1355
MGYP005961364711,2752
MGYP002595095323,2753
MGYP002605571674,2754
MGYP003540557275,2755
MGYP000542625796,2756
MGYP000754346051,800
MGYP001550861473,800
MGYP001055069754,2757
MGYP003149716334,2758
MGYP000633057774,2759
MGYP002718945993,2760
MGYP001499072233,2761
MGYP000963307825,2762
MGYP002710084694,2763
MGYP001191887527,2763
MGYP001237309209,2764
MGYP002913925111,2765
MGYP005641280859,2766
MGYP002734296928,2767
MGYP000172774034,2767
MGYP000136311403,2768
MGYP001635955028,2769
MGYP003559382236,2770
MGYP002761906072,2771
MGYP004006894137,2772
MGYP001349392522,2773
MGYP005748521727,2773
MGYP001488889444,2774
MGYP000934302129,2775
MGYP001499308284,2776
MGYP001559077631,1456
MGYP000966804968,2777
MGYP001178861951,2778
MGYP001104445083,2779
MGYP005926721795,2780
MGYP000797182747,2781
MGYP000827396648,2782
MGYP002538723964,2782
MGYP001314435091,2783
MGYP001359435958,2783
MGYP002634050092,2783
MGYP006158458379,2784
MGYP004531029891,966
MGYP003514724450,966
MGYP000780222339,966
MGYP000041143629,2785
MGYP003098532598,2786
MGYP000082257599,171
MGYP001533284375,171
MGYP002581610655,171
MGYP001333599848,171
MGYP003436023934,2787
MGYP001481952836,2788
MGYP002624375679,2789
MGYP001488069748,294
MGYP002611083784,294
MGYP000361160391,294
MGYP000762188567,294
MGYP001233760274,2790
MGYP000892336264,2791
MGYP004636871225,2792
MGYP006379067849,2793
MGYP002849795990,2794
MGYP003561140544,2795
MGYP001472630347,2796
MGYP006288366713,2797
MGYP001339057999,2798
MGYP006320791981,2799
MGYP001744271934,2800
MGYP003243547532,2801
MGYP000447222129,2802
MGYP001520987089,2077
MGYP003562282783,2077
MGYP000750542114,2803
MGYP004460224555,2804
MGYP004471228835,2804
MGYP002545255062,2805
MGYP002719695382,2806
MGYP001774573437,2807
MGYP003164110473,2808
MGYP001360586992,2809
MGYP000417667538,2810
MGYP001345694636,2811
MGYP000546203027,1434
MGYP002717145610,1434
MGYP003473916711,1434
MGYP002636576102,1434
MGYP005980064337,2812
MGYP004465379809,2812
MGYP002529963285,2812
MGYP002545291529,2812
MGYP000801231857,2812
MGYP002537454918,2812
MGYP001142033785,2812
MGYP001230709209,2813
MGYP001471549537,2814
MGYP003603674795,2815
MGYP000929125999,2816
MGYP000773250069,2816
MGYP000796208009,2817
MGYP001752636393,2817
MGYP000127342150,2818
MGYP000324473494,2818
MGYP001465983189,477
MGYP006183762773,477
MGYP001198905810,477
MGYP000872161301,2819
MGYP002737936470,2820
MGYP006171728173,2821
MGYP002507735364,2822
MGYP000930931210,2823
MGYP000783650370,486
MGYP000840921502,486
MGYP000932252222,486
MGYP001224605230,2824
MGYP002659438018,2825
MGYP003802123501,2826
MGYP002571602382,1400
MGYP000410706367,2827
MGYP005700258977,2828
MGYP005685904559,2829
MGYP003541272638,2830
MGYP001557100286,2831
MGYP001617078103,2832
MGYP006407940319,2833
MGYP001252631099,2834
MGYP000396952072,2835
MGYP001278270758,2836
MGYP004690632657,2837
MGYP001509481517,2838
MGYP000199778623,2838
MGYP001117084271,2839
MGYP006252809231,2840
MGYP002779002667,2841
MGYP003292442553,2842
MGYP001359961503,2843
MGYP001768535254,2844
MGYP001374120063,2845
MGYP001216712201,2845
MGYP001770084529,1875
MGYP005901397189,2846
MGYP003268983822,2847
MGYP000813865800,2848
MGYP001156622586,2849
MGYP001185323050,859
MGYP003614279793,859
MGYP002040670320,2850
MGYP001296091638,2851
MGYP003719694727,2852
MGYP003010670039,2853
MGYP002520314358,2854
MGYP005728107883,2855
MGYP006363775667,2856
MGYP000968521291,2857
MGYP001434327141,1065
MGYP001468924331,1065
MGYP004545166153,2858
MGYP003593126024,2859
MGYP000643252741,2860
MGYP000849931062,2861
MGYP000636587783,2862
MGYP006358548277,2291
MGYP006293930527,2291
MGYP001047543983,2291
MGYP001463157295,2863
MGYP001757777493,2864
MGYP001627673629,2865
MGYP001362360539,2866
MGYP006304482223,2867
MGYP001739758086,2868
MGYP003482116588,2869
MGYP002764707242,2870
MGYP000225858587,2871
MGYP002744806945,2872
MGYP005706358271,2873
MGYP003522003047,2874
MGYP001316808190,2875
MGYP001325513216,2876
MGYP003350765482,2877
MGYP002593386358,2878
MGYP003098217441,2879
MGYP000341545223,2880
MGYP002655576621,2881
MGYP002783900045,2882
MGYP000818069361,2883
MGYP002539397962,2884
MGYP003137384359,2885
MGYP000717916955,2885
MGYP001163418065,2503
MGYP000073614570,2886
MGYP000913687356,2887
MGYP000373951443,2888
MGYP002646832247,2889
MGYP002660882106,2890
MGYP002799996678,2891
MGYP000749695299,1745
MGYP002790420468,2892
MGYP003961121021,2893
MGYP000920324620,1782
MGYP002148275737,1782
MGYP001077263304,2894
MGYP000536547275,2895
MGYP001014982414,2895
MGYP002936660003,2896
MGYP001410260136,2897
MGYP000818888950,2898
MGYP001274437030,2899
MGYP003816152667,2900
MGYP001333193178,2901
MGYP001067560642,2902
MGYP002558050395,2903
MGYP003311154989,1342
MGYP001363411194,2904
MGYP003416080962,2905
MGYP004557042793,2906
MGYP002535309609,2907
MGYP000793139353,2077
MGYP000919134089,2908
MGYP002356043109,2909
MGYP003218399323,2910
MGYP006147568089,2910
MGYP002242132058,2911
MGYP006113046981,2912
MGYP001434832217,585
MGYP000927847254,585
MGYP005670406095,2913
MGYP000742931965,2914
MGYP003532630161,2915
MGYP001618765553,396
MGYP000050950409,2916
MGYP000588997053,2917
MGYP002709491788,2918
MGYP004677088949,2918
MGYP001310709159,2919
MGYP002800526281,2920
MGYP004443244313,740
MGYP001364689955,2921
MGYP005768951291,2922
MGYP002241508953,585
MGYP003245219587,585
MGYP000666406437,2923
MGYP001393375900,503
MGYP001054615578,2924
MGYP000829369748,2924
MGYP000517332027,2925
MGYP001020414203,2926
MGYP000173620962,2927
MGYP000840126895,746
MGYP003984223995,2928
MGYP000914755042,2929
MGYP000516712966,2930
MGYP001105794604,350
MGYP003027137991,2931
MGYP006091224785,2932
MGYP000708029169,2933
MGYP006107381017,2934
MGYP005967493469,1779
MGYP003497576482,1779
MGYP000851189712,2935
MGYP000949456088,2936
MGYP002626322136,2937
MGYP005827456419,2938
MGYP005691641639,2939
MGYP004594186441,2940
MGYP000445670218,2199
MGYP003446329585,2199
MGYP001389501981,885
MGYP001506650859,2941
MGYP000123370834,2942
MGYP001682996765,2943
MGYP003945635365,2944
MGYP001347425160,2945
MGYP001374009293,2945
MGYP000609040609,2945
MGYP003966831549,2946
MGYP003438774465,2947
MGYP003694538597,2948
MGYP001352200265,2949
MGYP000616083572,2950
MGYP001625109831,2951
MGYP001526845477,2952
MGYP002653922819,2953
MGYP001763656555,159
MGYP000416611466,2954
MGYP000936664868,2955
MGYP004599950037,45
MGYP000219920081,2956
MGYP000074284435,2957
MGYP004458067307,2958
MGYP005639838009,2959
MGYP002727262823,2960
MGYP002624990810,2960
MGYP000818159388,2960
MGYP000639498402,2960
MGYP000486671368,2960
MGYP001421500620,2961
MGYP001024007400,2962
MGYP006290843153,2963
MGYP001507466698,2964
MGYP002724632133,1368
MGYP002720099610,88
MGYP000307029579,395
MGYP002803023658,395
MGYP000592073580,395
MGYP003512137282,395
MGYP000741538766,395
MGYP003654816848,2965
MGYP001049756948,2966
MGYP001829466891,2967
MGYP000989306204,2968
MGYP001809531685,391
MGYP001494658539,391
MGYP001363418987,2969
MGYP006137547961,2969
MGYP003611405739,2969
MGYP003718220287,2970
MGYP002700647584,843
MGYP001135886340,2971
MGYP000045835011,2972
MGYP002639169827,2972
MGYP000908705376,2973
MGYP003373567025,2974
MGYP001237445415,6
MGYP001400709146,6
MGYP001552788002,2975
MGYP003541928194,2976
MGYP001240594057,2977
MGYP000255668249,2978
MGYP000347717177,2979
MGYP002726683938,2980
MGYP002987836636,2981
MGYP000598668074,2981
MGYP004720212575,28
MGYP002241904947,2982
MGYP000885533207,2983
MGYP003208768582,1159
MGYP004445515183,1159
MGYP001508005032,2984
MGYP000249604889,2985
MGYP003114229914,396
MGYP001327000428,2986
MGYP003352579075,2987
MGYP000212337723,2988
MGYP000367132586,2989
MGYP001582473476,2990
MGYP001604424151,2991
MGYP001541721203,2992
MGYP001602998013,2618
MGYP001543034407,2993
MGYP001984727587,2994
MGYP001377373809,2995
MGYP006164520591,2996
MGYP000950631897,2997
MGYP000996595269,2997
MGYP004712488895,2998
MGYP001513444374,2998
MGYP003381194857,2999
MGYP003617598524,3000
MGYP000593418537,3001
MGYP005730054707,3002
MGYP004466423461,136
MGYP000348610443,136
MGYP000344833075,3003
MGYP000010735629,3004
MGYP002607626106,3005
MGYP003372118361,3006
MGYP002611384106,731
MGYP001792596564,3007
MGYP001060635797,3008
MGYP003544005643,3008
MGYP000772749258,3009
MGYP003219849954,3009
MGYP001292108454,3010
MGYP000784899432,3011
MGYP002654936499,3012
MGYP006140509109,3013
MGYP002513742224,3014
MGYP003615265686,3015
MGYP000686912101,3016
MGYP001476738533,3017
MGYP004535264381,3018
MGYP001074307584,3019
MGYP006188193615,3020
MGYP006105823431,3020
MGYP003964233005,3021
MGYP002529169775,3022
MGYP003690654277,3023
MGYP003487864030,3024
MGYP000979216855,3025
MGYP003578980405,3026
MGYP000817767433,3027
MGYP002709359009,3028
MGYP000774629573,3029
MGYP005945970097,3029
MGYP004687079049,3030
MGYP002658623898,3031
MGYP003632086513,3032
MGYP003512395260,67
MGYP001345421599,3033
MGYP005673310255,3034
MGYP001044731585,3035
MGYP003443507895,3036
MGYP001325016077,3037
MGYP006069516067,3038
MGYP001552439868,3039
MGYP005762833231,3040
MGYP000622907476,3041
MGYP003414800553,3042
MGYP003245360356,3043
MGYP003572468028,3044
MGYP006071491119,3045
MGYP001578464549,3045
MGYP001614857539,3046
MGYP002987039210,3047
MGYP001579245412,3048
MGYP001315534653,3048
MGYP002678883616,3049
MGYP001362135830,3050
MGYP000428133824,3051
MGYP002710752597,3052
MGYP003330220336,3053
MGYP000462366504,3054
MGYP002544317231,3054
MGYP003193853681,3054
MGYP002427897290,2623
MGYP000595101451,3055
MGYP001155166506,3056
MGYP003451301982,3057
MGYP001091027301,414
MGYP000235107022,414
MGYP003302831610,3058
MGYP001293425561,3059
MGYP001252009021,3060
MGYP000980581802,3061
MGYP006330093393,3062
MGYP000565060874,3063
MGYP003560647858,3064
MGYP001602426002,3065
MGYP000473280391,3066
MGYP001051407927,3067
MGYP000487706140,3068
MGYP001552818524,3069
MGYP001062786724,12
MGYP001451388255,12
MGYP000539107541,3070
MGYP000613181086,3070
MGYP002621804661,3071
MGYP001428012659,3072
MGYP000704610718,3073
MGYP003689263581,3074
MGYP000685519968,3075
MGYP000150306753,3076
MGYP001361695969,3077
MGYP003789657193,3078
MGYP003523812688,3079
MGYP005745366935,3080
MGYP003345081964,3081
MGYP004647917727,3082
MGYP002641836857,3083
MGYP001403597607,3084
MGYP003480713464,1488
MGYP000775869695,3085
MGYP000423751124,477
MGYP003890860685,3086
MGYP001316969044,3087
MGYP001371863549,3088
MGYP003186055283,3089
MGYP003254435105,3089
MGYP006344176873,3089
MGYP000078289234,3090
MGYP001068531846,504
MGYP005653796053,504
MGYP001214231924,504
MGYP003868004751,504
MGYP004557665827,3091
MGYP004588561593,3091
MGYP006264401331,3092
MGYP001276773261,3093
MGYP003610967108,3094
MGYP002301359541,3095
MGYP001580702619,3096
MGYP003186442800,3097
MGYP006234524557,1
MGYP002378793105,3098
MGYP001591765352,3099
MGYP003653655856,1875
MGYP002905908917,3100
MGYP001491371489,3101
MGYP006189671533,3102
MGYP000984765384,3103
MGYP000172051477,3104
MGYP003282661487,3104
MGYP003657236643,3105
MGYP000282299318,396
MGYP000387555058,396
MGYP001569400631,3106
MGYP000785681808,3107
MGYP003537644314,3108
MGYP006158433189,3109
MGYP005777835099,3110
MGYP003333047182,3111
MGYP003334797217,3112
MGYP000904313657,3113
MGYP001159606895,3113
MGYP003557133357,3114
MGYP002864061939,3115
MGYP003450926170,3116
MGYP001174083052,3117
MGYP001087917249,3118
MGYP006367205107,3119
MGYP000710986642,3120
MGYP004637886211,3120
MGYP000853641213,3121
MGYP001747493717,3121
MGYP000775677017,675
MGYP003256878251,675
MGYP001294676282,3122
MGYP006274515873,1894
MGYP000883788164,3123
MGYP003487553266,3124
MGYP003468331182,3125
MGYP000722347803,3126
MGYP000972117307,3127
MGYP006054168049,3128
MGYP001215087971,3129
MGYP003492296063,3130
MGYP000351668486,3130
MGYP002948904765,3131
MGYP003273739451,350
MGYP000781017990,350
MGYP000692017960,3132
MGYP003382456104,3133
MGYP003586546867,3134
MGYP001120251349,3134
MGYP000950427157,3135
MGYP003452838071,3136
MGYP003494645036,3136
MGYP001188644941,3137
MGYP005835693849,3138
MGYP006212654249,3139
MGYP001161223005,3140
MGYP001753820722,294
MGYP001159244864,3141
MGYP002228079945,3142
MGYP001009852771,3143
MGYP001537780052,3144
MGYP000203736984,3144
MGYP000301642775,3144
MGYP000994744354,3144
MGYP004532238999,3144
MGYP001595876446,3145
MGYP000887296473,3146
MGYP000499411304,3147
MGYP005614519279,3148
MGYP002738582170,3149
MGYP000356934685,3150
MGYP003264143075,3151
MGYP000783678402,1368
MGYP005690208585,3152
MGYP000836705406,3153
MGYP000831469645,3154
MGYP001180999663,3155
MGYP000057582170,2644
MGYP001248210912,3156
MGYP000850917406,3157
MGYP003524588925,3158
MGYP004749457773,3159
MGYP004696262949,3160
MGYP001099607665,3160
MGYP002793519321,3161
MGYP003417655282,3161
MGYP000784936787,3162
MGYP000303001846,3162
MGYP001424997136,3163
MGYP001601700164,3163
MGYP000681896391,3164
MGYP001516417311,3165
MGYP000819112713,3166
MGYP002990081743,3167
MGYP000459146841,3168
MGYP000965675278,3169
MGYP002631228656,3169
MGYP001230491119,3170
MGYP001607370028,3171
MGYP003332017627,3172
MGYP001431954547,3173
MGYP002661885082,3174
MGYP000424197491,3175
MGYP000786594703,3176
MGYP005761681375,3177
MGYP001590316700,3178
MGYP001136132307,3179
MGYP003096671402,3179
MGYP006070742229,3180
MGYP000738900795,12
MGYP000717016229,12
MGYP000381187284,12
MGYP001047531666,12
MGYP000194954883,12
MGYP000842596707,12
MGYP005984654985,1451
MGYP004659186627,3181
MGYP002692520440,3182
MGYP003474742625,818
MGYP003243402422,818
MGYP003545178251,818
MGYP001360789846,3183
MGYP003490802634,3184
MGYP000811730054,3185
MGYP006331856261,2357
MGYP001063655313,3186
MGYP001402801816,3187
MGYP003590893978,532
MGYP002517409198,3188
MGYP002249206793,3189
MGYP001242753658,3190
MGYP001253085271,3191
MGYP005722425893,3192
MGYP000492274668,3193
MGYP000837591452,3194
MGYP000783586741,3195
MGYP004671826037,3195
MGYP001591052200,3196
MGYP002774903566,3197
MGYP000148302196,3198
MGYP003356765706,3199
MGYP002456020176,3200
MGYP002634819263,3201
MGYP004687205207,3202
MGYP000520694780,3203
MGYP003407306221,3204
MGYP000781640343,1543
MGYP000376364717,3205
MGYP002582620339,3205
MGYP000370618748,3205
MGYP001593344082,2397
MGYP002756849210,3206
MGYP003331141240,3207
MGYP001243250615,3208
MGYP003295745701,3209
MGYP001562226611,3210
MGYP000244270673,3211
MGYP000622854303,3212
MGYP003931791493,3213
MGYP000974845972,3214
MGYP003326900641,3215
MGYP000217452001,3216
MGYP000979275488,3217
MGYP001350000198,3218
MGYP000429720899,3219
MGYP003494639027,3220
MGYP000893061614,3221
MGYP001355556486,3222
MGYP000931527349,3223
MGYP003218945570,3224
MGYP002731771904,2783
MGYP001171139526,2783
MGYP003338940209,3225
MGYP002281582502,3226
MGYP002492119318,3227
MGYP005898401417,3228
MGYP001635829671,3229
MGYP003026868795,3230
MGYP006387031107,3231
MGYP003304606641,3232
MGYP006345312549,3233
MGYP000797721778,1770
MGYP001401808030,3234
MGYP002381366874,3235
MGYP001419003777,3236
MGYP002636793678,3237
MGYP000482129309,3238
MGYP005637287393,3239
MGYP001494108150,3240
MGYP001084257025,3240
MGYP003565612519,3241
MGYP003096813150,3242
MGYP003342629090,3243
MGYP000236510192,3244
MGYP004659795931,3244
MGYP003137647119,3245
MGYP003022291371,3246
MGYP002997835163,3247
MGYP002625541720,3248
MGYP000579991615,3249
MGYP000524320315,263
MGYP003311351620,3250
MGYP002710642736,3251
MGYP005902947371,3252
MGYP003475014718,3253
MGYP001129443188,3253
MGYP003219221245,3254
MGYP000806166380,3255
MGYP005981441741,2295
MGYP000781661890,2295
MGYP002561055216,2295
MGYP000362029148,2295
MGYP004627150891,3256
MGYP002996340382,3257
MGYP000078611217,3257
MGYP001319856805,3258
MGYP001777536512,3259
MGYP003544458537,3260
MGYP006281596499,3261
MGYP003615514842,3262
MGYP002556267938,3263
MGYP002377759792,3264
MGYP006067493371,3265
MGYP002682270328,3266
MGYP000424718373,3267
MGYP005950673057,3268
MGYP000052725518,1386
MGYP001344471684,1386
MGYP002228873056,3269
MGYP001662161777,3270
MGYP001058667647,3271
MGYP003344941401,3272
MGYP000831569756,3273
MGYP006199380601,3274
MGYP003468408020,3275
MGYP001228492598,3276
MGYP001808307481,3277
MGYP006224354687,3278
MGYP001291882408,3279
MGYP004599398793,3280
MGYP004449735021,487
MGYP000484358242,487
MGYP003005938100,487
MGYP000824516928,487
MGYP005880730803,487
MGYP001166518934,3281
MGYP001596632558,3282
MGYP002633134590,3283
MGYP003399270441,3284
MGYP005948167423,718
MGYP003580963441,718
MGYP003202486108,718
MGYP006343591371,3285
MGYP000093275954,3286
MGYP000349683902,3287
MGYP000092203996,3288
MGYP006271999683,3289
MGYP003297200145,3290
MGYP001239945843,3291
MGYP000436065612,3292
MGYP001204760230,3293
MGYP004527015033,3294
MGYP001013304918,3294
MGYP000833536130,3295
MGYP000294803742,3296
MGYP000906590304,3297
MGYP003164473523,2092
MGYP006050402341,2092
MGYP002563725248,2092
MGYP003505732002,310
MGYP001172987579,310
MGYP005990258023,3298
MGYP001486633729,3298
MGYP000036125494,3299
MGYP000726515962,3300
MGYP002728998487,3301
MGYP003202558507,3301
MGYP002734788397,3301
MGYP000324987546,3302
MGYP001677172491,3303
MGYP003790916553,3304
MGYP000415380927,3305
MGYP000514636931,3306
MGYP000453760407,3307
MGYP000713538832,3308
MGYP003960241509,3309
MGYP000945017864,3310
MGYP003272659951,3311
MGYP006229025685,3312
MGYP006128464131,3313
MGYP000376532953,3205
MGYP001142679423,3314
MGYP003428739144,3314
MGYP002451786025,3315
MGYP000264349491,3315
MGYP004522566017,3315
MGYP004479803427,3316
MGYP003197057007,3317
MGYP005815402295,3318
MGYP001144793951,3319
MGYP003147061640,3320
MGYP003656289514,3320
MGYP003406299372,3321
MGYP006254411845,3322
MGYP000066637759,3323
MGYP000462199708,3324
MGYP000853540680,3325
MGYP000543419119,3315
MGYP000772206380,3326
MGYP000908058492,3327
MGYP003185120554,3328
MGYP003383233995,3329
MGYP003427360000,3330
MGYP005683576149,3331
MGYP000594527849,3332
MGYP001828820006,3333
MGYP001300129702,3334
MGYP001325125327,3335
MGYP003384779051,3336
MGYP003367608669,3337
MGYP001091715650,3338
MGYP001268768807,3338
MGYP003231969268,3339
MGYP000745100944,567
MGYP000092652619,567
MGYP000689460195,567
MGYP000707619104,3340
MGYP001265098648,3341
MGYP001294739445,3342
MGYP001185614401,3342
MGYP003323060299,3343
MGYP005783610117,3344
MGYP005870741979,3345
MGYP000292689079,394
MGYP001166950922,3346
MGYP004578029905,3347
MGYP003306222817,1889
MGYP001302905618,395
MGYP001141039424,395
MGYP003422780624,3348
MGYP000028191138,3349
MGYP001363427220,3350
MGYP003522833830,3351
MGYP003289292347,3352
MGYP000588132202,3353
MGYP000313373292,3353
MGYP002561803207,2067
MGYP000256527281,2067
MGYP004514143069,3354
MGYP001126216709,3355
MGYP001267216468,3356
MGYP002827433615,3357
MGYP001043012394,3358
MGYP000928216190,3359
MGYP000780634008,3360
MGYP005842138649,3361
MGYP003429794367,3362
MGYP000524014776,3362
MGYP000999911094,3363
MGYP002254166749,3364
MGYP001121529341,3365
MGYP001460147963,3366
MGYP001384142256,3367
MGYP001584498417,3368
MGYP001336724982,3368
MGYP006239104937,3369
MGYP000090437394,3370
MGYP000964335115,3371
MGYP000262049830,3372
MGYP004692704573,3372
MGYP001496141859,3373
MGYP000462409756,3374
MGYP000789159919,3375
MGYP005623297375,3376
MGYP001577475149,3377
MGYP001335485482,3378
MGYP003980090277,3379
MGYP000443006651,3380
MGYP000099932488,3381
MGYP004590697271,3382
MGYP002518878919,3383
MGYP000615213649,3384
MGYP001605193104,3385
MGYP000541575178,3386
MGYP003579007041,3387
MGYP001301415977,3388
MGYP002636565586,3389
MGYP001398349474,3390
MGYP005627553253,3391
MGYP001764456335,3392
MGYP001600358326,3393
MGYP000090333831,3394
MGYP000625759890,3395
MGYP000298365067,3396
MGYP000304584556,3397
MGYP003984202225,3398
MGYP003575695108,3399
MGYP001586256711,3399
MGYP001098262844,3400
MGYP000138641250,3401
MGYP001224050108,3402
MGYP000783181848,3403
MGYP001738647718,484
MGYP002640590135,3404
MGYP003241295513,1181
MGYP000963157620,1181
MGYP004671482165,2503
MGYP001410341026,1181
MGYP002041166396,3405
MGYP003598623780,3406
MGYP000370564725,3407
MGYP003153982217,3407
MGYP001478373098,3407
MGYP000896223621,3408
MGYP001099826349,3409
MGYP001631917467,3410
MGYP003337442897,3411
MGYP005858909853,3412
MGYP006234141427,269
MGYP001549957677,2199
MGYP003254853826,2199
MGYP002588760646,2199
MGYP006271573021,3413
MGYP006399653925,3414
MGYP003548218716,3415
MGYP001771962047,3416
MGYP000357352994,3417
MGYP001153155523,3418
MGYP001958939245,3419
MGYP003316872359,3420
MGYP001594562841,3421
MGYP001375075025,3422
MGYP000970547925,3422
MGYP000521158620,3423
MGYP001417004548,3424
MGYP001816348039,3425
MGYP001181603756,3426
MGYP003337365679,3427
MGYP002677575708,3428
MGYP000812442746,3428
MGYP002625822099,1065
MGYP002512429639,1065
MGYP000820375100,3429
MGYP006223404591,3430
MGYP000024188046,3249
MGYP002760585658,3431
MGYP003459949782,3432
MGYP002783113609,3009
MGYP000281623743,3433
MGYP001297202428,3434
MGYP000793374625,3434
MGYP003375005883,3434
MGYP001136389494,3435
MGYP006237487123,192
MGYP000377423171,3436
