protein,cluster
MGYP003414170405,501
MGYP000884413973,223
MGYP001227835462,2565
MGYP002139659034,2566
MGYP001174980730,2567
MGYP003922309937,2568
MGYP000965526927,2568
MGYP003366214740,2569
MGYP000813696888,2570
MGYP000856202462,2571
MGYP001427725867,2572
MGYP000803520573,2573
MGYP000787010900,2573
MGYP000483506026,2574
MGYP000684967040,485
MGYP002709471853,2575
MGYP001249700526,1433
MGYP000904143402,1433
MGYP001822167814,2576
MGYP000912213834,1877
MGYP003428237798,1877
MGYP002381739236,2577
MGYP003530102224,2578
MGYP005747360961,18
MGYP001376520107,2579
MGYP000638446961,2580
MGYP000794296934,2581
MGYP001242716583,2582
MGYP003554302161,2583
MGYP001114603733,484
MGYP004645377669,2584
MGYP006136411005,2585
MGYP003256977479,2586
MGYP001533841960,2586
MGYP002660137445,2587
MGYP000496144687,2587
MGYP000821457244,2587
MGYP001062888162,2588
MGYP001100610037,2588
MGYP002863192951,2589
MGYP003411161396,2590
MGYP001266189684,2591
MGYP000316155622,393
MGYP005809685961,393
MGYP005858502131,2592
MGYP000207804013,716
MGYP002508249643,716
MGYP005672244329,716
MGYP000926927171,2593
MGYP001746408992,2594
MGYP003556417547,2595
MGYP000198150569,2596
MGYP001966667562,2597
MGYP002943543597,2598
MGYP003281456774,2598
MGYP001941087840,2599
MGYP001744697357,2600
MGYP000446861411,2600
MGYP006117800953,2600
MGYP000659556900,2600
MGYP001403127934,2601
MGYP000806818322,2602
MGYP000061384735,2602
MGYP004559357483,2602
MGYP000812349829,2602
MGYP000537476983,2602
MGYP002730490439,2602
MGYP000735023728,2602
MGYP003428464729,2602
MGYP004520791643,2603
MGYP001744442455,2604
MGYP004732920863,2604
MGYP000166883829,2604
MGYP001292360891,2604
MGYP002724410831,2605
MGYP003477608083,2606
MGYP002965702099,2607
MGYP000322988018,2608
MGYP000795783655,2609
MGYP001589968297,2610
MGYP006425597003,2611
MGYP000418507406,2612
MGYP004511668415,2612
MGYP004473518205,2612
MGYP002574632829,2612
MGYP002558002436,2612
MGYP003592926504,2613
MGYP002718039827,1399
MGYP000769140300,2448
MGYP002524260800,2614
MGYP001076718367,2615
MGYP006369222417,2616
MGYP001348771349,2617
MGYP002602308114,2335
MGYP003252658856,2335
MGYP000972289704,2618
MGYP001375142427,2619
MGYP000419362695,2620
MGYP000971461254,2621
MGYP000729597009,2622
MGYP003158657132,2622
MGYP000171574687,2622
MGYP002316557123,2622
MGYP001291261292,2623
MGYP001062427131,2624
MGYP006321232191,2625
MGYP006099206937,2626
MGYP001424133119,2627
MGYP002631543832,2628
MGYP002763267867,2629
MGYP000513348482,113
MGYP001942960025,2630
MGYP005989078489,2631
MGYP003958324301,2632
MGYP001203196613,2632
MGYP000685719595,2633
MGYP006169746853,2633
MGYP004654270053,2633
MGYP001414588279,2634
MGYP001013245648,2635
MGYP006244914661,2636
MGYP002763361965,2637
MGYP006272764189,2638
MGYP006254788913,2639
MGYP005644182577,2640
MGYP001472827915,2641
MGYP001308030837,2642
MGYP002616690157,2643
MGYP001072790414,2644
MGYP000431072539,2645
MGYP003353181719,2646
MGYP001448649076,2647
MGYP001635655973,2648
MGYP001281051854,2649
MGYP001307753267,2650
MGYP001260559664,2651
MGYP000837799147,125
MGYP002055206703,2652
MGYP002799111435,1680
MGYP000263028967,2653
MGYP003483256196,2653
MGYP003260369547,2654
MGYP000158837175,2655
MGYP001015705975,2656
MGYP001825550879,2657
MGYP001142625247,2658
MGYP001759308138,2659
MGYP000687002044,2659
MGYP003476724184,2660
MGYP004510276311,2661
MGYP001630940208,2662
MGYP000302560236,2663
MGYP003345088831,2664
MGYP003141840259,2665
MGYP001480660238,2666
MGYP002761974618,2667
MGYP001545510388,2668
MGYP000515236798,2669
MGYP003891466113,2670
MGYP001130432510,2671
MGYP003623601714,2672
MGYP000967338759,2673
MGYP003913949751,2674
MGYP001772580269,2675
MGYP004533893379,412
MGYP004486879805,412
MGYP002798130336,412
MGYP005674253719,412
MGYP000712222984,2676
MGYP000721407641,457
MGYP003549254264,457
MGYP002604653692,2677
MGYP000319086825,2678
MGYP000065532956,2679
MGYP000411750552,2680
MGYP003229195443,2681
MGYP001400797356,2682
MGYP001459529460,2682
MGYP001472855791,396
MGYP001280581018,396
MGYP000474637216,196
MGYP000687329474,1294
MGYP000969618000,2683
MGYP006145935749,2684
MGYP003109425793,2685
MGYP000036961501,2686
MGYP004594624523,2687
MGYP003300830531,2688
MGYP003701266191,690
MGYP000913220382,2689
MGYP000793780469,412
MGYP002730443936,2690
MGYP002514952291,2690
MGYP006184409245,1921
MGYP001135907773,2691
MGYP004677779459,2692
MGYP002766324060,2693
MGYP002617158420,2694
MGYP002611556538,2695
MGYP000535548885,2695
MGYP001612000522,2696
MGYP003464446564,364
MGYP002870231748,364
MGYP001044194578,2697
MGYP002114750513,2698
MGYP003227503677,2699
MGYP006364131725,2699
MGYP005702446803,1989
MGYP002522346554,1989
MGYP005824882259,1989
MGYP003101404382,1448
MGYP001046372319,1448
MGYP005671563937,2700
MGYP000188589429,2701
MGYP005662654833,2702
MGYP000347679670,2703
MGYP001543896116,2704
MGYP003438625320,2705
MGYP001567246999,2706
MGYP000277082694,2707
MGYP000334802206,2708
MGYP005610784717,426
MGYP000892037182,2709
MGYP001680759139,2709
MGYP002988579956,2710
MGYP001598049838,2711
MGYP000047065591,2712
MGYP003272167296,2713
MGYP000641886823,261
MGYP000000572730,261
MGYP003369024212,2714
MGYP001033508324,2715
MGYP001304429734,2716
MGYP001492771170,2716
MGYP003620646200,2717
MGYP000390508325,2717
MGYP001387290353,2718
MGYP002561482543,2719
MGYP001471924514,2719
MGYP001120814928,2720
MGYP002649272062,2721
MGYP000826476480,39
MGYP001376430422,39
MGYP001515385241,1989
MGYP002932641828,1989
MGYP003476228124,1989
MGYP001382369921,2722
MGYP001101526505,2723
MGYP000624035669,2723
MGYP002636397081,2724
MGYP001002772614,2724
MGYP003163521627,2724
MGYP001821912652,2725
MGYP003545247327,2726
MGYP005615188309,190
MGYP003176986549,190
MGYP000775266980,190
MGYP000434163548,2727
MGYP002580307632,2727
MGYP001478333613,362
MGYP001410015277,2728
MGYP000599476599,2729
MGYP005997359817,2730
MGYP001180963640,2730
MGYP000624182113,2731
MGYP000938067622,2732
MGYP000937721820,2733
MGYP005786516593,2734
MGYP004529996299,2735
MGYP003221592632,2736
MGYP006305642923,2737
MGYP001606739886,2738
MGYP000749676751,849
MGYP003613756561,2739
MGYP002735541936,2740
MGYP002774068281,2741
MGYP003331247838,2742
MGYP002551707974,2743
MGYP003272149923,2743
MGYP003395985174,2744
MGYP006083335473,2745
MGYP001782921067,2746
MGYP001363892931,2747
MGYP001820344886,2748
MGYP001820040496,2748
MGYP002813294549,2748
MGYP001761344647,2749
MGYP002656505996,2750
MGYP003308492990,2750
MGYP000406645239,1354
MGYP005961364711,2751
MGYP002595095323,2752
MGYP002605571674,2753
MGYP003540557275,2754
MGYP000542625796,2755
MGYP000754346051,798
MGYP001550861473,798
MGYP001055069754,2756
MGYP003149716334,2757
MGYP000633057774,2758
MGYP002718945993,2759
MGYP001499072233,2760
MGYP000963307825,2761
MGYP002710084694,2762
MGYP001191887527,2762
MGYP001237309209,2763
MGYP002913925111,2764
MGYP005641280859,2765
MGYP002734296928,2766
MGYP000172774034,2766
MGYP000136311403,2767
MGYP001635955028,2768
MGYP003559382236,2769
MGYP002761906072,2770
MGYP004006894137,2771
MGYP001349392522,2772
MGYP005748521727,2772
MGYP001488889444,2773
MGYP000934302129,2774
MGYP001499308284,2775
MGYP001559077631,1455
MGYP000966804968,2776
MGYP001178861951,2777
MGYP001104445083,2778
MGYP005926721795,2779
MGYP000797182747,2780
MGYP000827396648,2781
MGYP002538723964,2781
MGYP001314435091,2782
MGYP001359435958,2782
MGYP002634050092,2782
MGYP006158458379,2783
MGYP004531029891,964
MGYP003514724450,964
MGYP000780222339,964
MGYP000041143629,2784
MGYP003098532598,2785
MGYP000082257599,169
MGYP001533284375,169
MGYP002581610655,169
MGYP001333599848,169
MGYP003436023934,2786
MGYP001481952836,2787
MGYP002624375679,2788
MGYP001488069748,292
MGYP002611083784,292
MGYP000361160391,292
MGYP000762188567,292
MGYP001233760274,2789
MGYP000892336264,2790
MGYP004636871225,2791
MGYP006379067849,2792
MGYP002849795990,2793
MGYP003561140544,2794
MGYP001472630347,2795
MGYP006288366713,2796
MGYP001339057999,2797
MGYP006320791981,2798
MGYP001744271934,2799
MGYP003243547532,2800
MGYP000447222129,2801
MGYP001520987089,2076
MGYP003562282783,2076
MGYP000750542114,2802
MGYP004460224555,2803
MGYP004471228835,2803
MGYP002545255062,2804
MGYP002719695382,2805
MGYP001774573437,2806
MGYP003164110473,2807
MGYP001360586992,2808
MGYP000417667538,2809
MGYP001345694636,2810
MGYP000546203027,1433
MGYP002717145610,1433
MGYP003473916711,1433
MGYP002636576102,1433
MGYP005980064337,2811
MGYP004465379809,2811
MGYP002529963285,2811
MGYP002545291529,2811
MGYP000801231857,2811
MGYP002537454918,2811
MGYP001142033785,2811
MGYP001230709209,2812
MGYP001471549537,2813
MGYP003603674795,2814
MGYP000929125999,2815
MGYP000773250069,2815
MGYP000796208009,2816
MGYP001752636393,2816
MGYP000127342150,2817
MGYP000324473494,2817
MGYP001465983189,475
MGYP006183762773,475
MGYP001198905810,475
MGYP000872161301,2818
MGYP002737936470,2819
MGYP006171728173,2820
MGYP002507735364,2821
MGYP000930931210,2822
MGYP000783650370,484
MGYP000840921502,484
MGYP000932252222,484
MGYP001224605230,2823
MGYP002659438018,2824
MGYP003802123501,2825
MGYP002571602382,1399
MGYP000410706367,2826
MGYP005700258977,2827
MGYP005685904559,2828
MGYP003541272638,2829
MGYP001557100286,2830
MGYP001617078103,2831
MGYP006407940319,2832
MGYP001252631099,2833
MGYP000396952072,2834
MGYP001278270758,2835
MGYP004690632657,2836
MGYP001509481517,2837
MGYP000199778623,2837
MGYP001117084271,2838
MGYP006252809231,2839
MGYP002779002667,2840
MGYP003292442553,2841
MGYP001359961503,2842
MGYP001768535254,2843
MGYP001374120063,2844
MGYP001216712201,2844
MGYP001770084529,1874
MGYP005901397189,2845
MGYP003268983822,2846
MGYP000813865800,2847
MGYP001156622586,2848
MGYP001185323050,857
MGYP003614279793,857
MGYP002040670320,2849
MGYP001296091638,2850
MGYP003719694727,2851
MGYP003010670039,2852
MGYP002520314358,2853
MGYP005728107883,2854
MGYP006363775667,2855
MGYP000968521291,2856
MGYP001434327141,1063
MGYP001468924331,1063
MGYP004545166153,2857
MGYP003593126024,2858
MGYP000643252741,2859
MGYP000849931062,2860
MGYP000636587783,2861
MGYP006358548277,2290
MGYP006293930527,2290
MGYP001047543983,2290
MGYP001463157295,2862
MGYP001757777493,2863
MGYP001627673629,2864
MGYP001362360539,2865
MGYP006304482223,2866
MGYP001739758086,2867
MGYP003482116588,2868
MGYP002764707242,2869
MGYP000225858587,2870
MGYP002744806945,2871
MGYP005706358271,2872
MGYP003522003047,2873
MGYP001316808190,2874
MGYP001325513216,2875
MGYP003350765482,2876
MGYP002593386358,2877
MGYP003098217441,2878
MGYP000341545223,2879
MGYP002655576621,2880
MGYP002783900045,2881
MGYP000818069361,2882
MGYP002539397962,2883
MGYP003137384359,2884
MGYP000717916955,2884
MGYP001163418065,2502
MGYP000073614570,2885
MGYP000913687356,2886
MGYP000373951443,2887
MGYP002646832247,2888
MGYP002660882106,2889
MGYP002799996678,2890
MGYP000749695299,1744
MGYP002790420468,2891
MGYP003961121021,2892
MGYP000920324620,1781
MGYP002148275737,1781
MGYP001077263304,2893
MGYP000536547275,2894
MGYP001014982414,2894
MGYP002936660003,2895
MGYP001410260136,2896
MGYP000818888950,2897
MGYP001274437030,2898
MGYP003816152667,2899
MGYP001333193178,2900
MGYP001067560642,2901
MGYP002558050395,2902
MGYP003311154989,1341
MGYP001363411194,2903
MGYP003416080962,2904
MGYP004557042793,2905
MGYP002535309609,2906
MGYP000793139353,2076
MGYP000919134089,2907
MGYP002356043109,2908
MGYP003218399323,2909
MGYP006147568089,2909
MGYP002242132058,2910
MGYP006113046981,2911
MGYP001434832217,583
MGYP000927847254,583
MGYP005670406095,2912
MGYP000742931965,2913
MGYP003532630161,2914
MGYP001618765553,394
MGYP000050950409,2915
MGYP000588997053,2916
MGYP002709491788,2917
MGYP004677088949,2917
MGYP001310709159,2918
MGYP002800526281,2919
MGYP004443244313,738
MGYP001364689955,2920
MGYP005768951291,2921
MGYP002241508953,583
MGYP003245219587,583
MGYP000666406437,2922
MGYP001393375900,501
MGYP001054615578,2923
MGYP000829369748,2923
MGYP000517332027,2924
MGYP001020414203,2925
MGYP000173620962,2926
MGYP000840126895,744
MGYP003984223995,2927
MGYP000914755042,2928
MGYP000516712966,2929
MGYP001105794604,348
MGYP003027137991,2930
MGYP006091224785,2931
MGYP000708029169,2932
MGYP006107381017,2933
MGYP005967493469,1778
MGYP003497576482,1778
MGYP000851189712,2934
MGYP000949456088,2935
MGYP002626322136,2936
MGYP005827456419,2937
MGYP005691641639,2938
MGYP004594186441,2939
MGYP000445670218,2198
MGYP003446329585,2198
MGYP001389501981,883
MGYP001506650859,2940
MGYP000123370834,2941
MGYP001682996765,2942
MGYP003945635365,2943
MGYP001347425160,2944
MGYP001374009293,2944
MGYP000609040609,2944
MGYP003966831549,2945
MGYP003438774465,2946
MGYP003694538597,2947
MGYP001352200265,2948
MGYP000616083572,2949
MGYP001625109831,2950
MGYP001526845477,2951
MGYP002653922819,2952
MGYP001763656555,157
MGYP000416611466,2953
MGYP000936664868,2954
MGYP004599950037,44
MGYP000219920081,2955
MGYP000074284435,2956
MGYP004458067307,2957
MGYP005639838009,2958
MGYP002727262823,2959
MGYP002624990810,2959
MGYP000818159388,2959
MGYP000639498402,2959
MGYP000486671368,2959
MGYP001421500620,2960
MGYP001024007400,2961
MGYP006290843153,2962
MGYP001507466698,2963
MGYP002724632133,1367
MGYP002720099610,86
MGYP000307029579,393
MGYP002803023658,393
MGYP000592073580,393
MGYP003512137282,393
MGYP000741538766,393
MGYP003654816848,2964
MGYP001049756948,2965
MGYP001829466891,2966
MGYP000989306204,2967
MGYP001809531685,389
MGYP001494658539,389
MGYP001363418987,2968
MGYP006137547961,2968
MGYP003611405739,2968
MGYP003718220287,2969
MGYP002700647584,841
MGYP001135886340,2970
MGYP000045835011,2971
MGYP002639169827,2971
MGYP000908705376,2972
MGYP003373567025,2973
MGYP001237445415,6
MGYP001400709146,6
MGYP001552788002,2974
MGYP003541928194,2975
MGYP001240594057,2976
MGYP000255668249,2977
MGYP000347717177,2978
MGYP002726683938,2979
MGYP002987836636,2980
MGYP000598668074,2980
MGYP004720212575,27
MGYP002241904947,2981
MGYP000885533207,2982
MGYP003208768582,1157
MGYP004445515183,1157
MGYP001508005032,2983
MGYP000249604889,2984
MGYP003114229914,394
MGYP001327000428,2985
MGYP003352579075,2986
MGYP000212337723,2987
MGYP000367132586,2988
MGYP001582473476,2989
MGYP001604424151,2990
MGYP001541721203,2991
MGYP001602998013,2617
MGYP001543034407,2992
MGYP001984727587,2993
MGYP001377373809,2994
MGYP006164520591,2995
MGYP000950631897,2996
MGYP000996595269,2996
MGYP004712488895,2997
MGYP001513444374,2997
MGYP003381194857,2998
MGYP003617598524,2999
MGYP000593418537,3000
MGYP005730054707,3001
MGYP004466423461,134
MGYP000348610443,134
MGYP000344833075,3002
MGYP000010735629,3003
MGYP002607626106,3004
MGYP003372118361,3005
MGYP002611384106,729
MGYP001792596564,3006
MGYP001060635797,3007
MGYP003544005643,3007
MGYP000772749258,3008
MGYP003219849954,3008
MGYP001292108454,3009
MGYP000784899432,3010
MGYP002654936499,3011
MGYP006140509109,3012
MGYP002513742224,3013
MGYP003615265686,3014
MGYP000686912101,3015
MGYP001476738533,3016
MGYP004535264381,3017
MGYP001074307584,3018
MGYP006188193615,3019
MGYP006105823431,3019
MGYP003964233005,3020
MGYP002529169775,3021
MGYP003690654277,3022
MGYP003487864030,3023
MGYP000979216855,3024
MGYP003578980405,3025
MGYP000817767433,3026
MGYP002709359009,3027
MGYP000774629573,3028
MGYP005945970097,3028
MGYP004687079049,3029
MGYP002658623898,3030
MGYP003632086513,3031
MGYP003512395260,66
MGYP001345421599,3032
MGYP005673310255,3033
MGYP001044731585,3034
MGYP003443507895,3035
MGYP001325016077,3036
MGYP006069516067,3037
MGYP001552439868,3038
MGYP005762833231,3039
MGYP000622907476,3040
MGYP003414800553,3041
MGYP003245360356,3042
MGYP003572468028,3043
MGYP006071491119,3044
MGYP001578464549,3044
MGYP001614857539,3045
MGYP002987039210,3046
MGYP001579245412,3047
MGYP001315534653,3047
MGYP002678883616,3048
MGYP001362135830,3049
MGYP000428133824,3050
MGYP002710752597,3051
MGYP003330220336,3052
MGYP000462366504,3053
MGYP002544317231,3053
MGYP003193853681,3053
MGYP002427897290,2622
MGYP000595101451,3054
MGYP001155166506,3055
MGYP003451301982,3056
MGYP001091027301,412
MGYP000235107022,412
MGYP003302831610,3057
MGYP001293425561,3058
MGYP001252009021,3059
MGYP000980581802,3060
MGYP006330093393,3061
MGYP000565060874,3062
MGYP003560647858,3063
MGYP001602426002,3064
MGYP000473280391,3065
MGYP001051407927,3066
MGYP000487706140,3067
MGYP001552818524,3068
MGYP001062786724,1989
MGYP001451388255,1989
MGYP000539107541,3069
MGYP000613181086,3069
MGYP002621804661,3070
MGYP001428012659,3071
MGYP000704610718,3072
MGYP003689263581,3073
MGYP000685519968,3074
MGYP000150306753,3075
MGYP001361695969,3076
MGYP003789657193,3077
MGYP003523812688,3078
MGYP005745366935,3079
MGYP003345081964,3080
MGYP004647917727,3081
MGYP002641836857,3082
MGYP001403597607,3083
MGYP003480713464,1487
MGYP000775869695,3084
MGYP000423751124,475
MGYP003890860685,3085
MGYP001316969044,3086
MGYP001371863549,3087
MGYP003186055283,3088
MGYP003254435105,3088
MGYP006344176873,3088
MGYP000078289234,3089
MGYP001068531846,502
MGYP005653796053,502
MGYP001214231924,502
MGYP003868004751,502
MGYP004557665827,3090
MGYP004588561593,3090
MGYP006264401331,3091
MGYP001276773261,3092
MGYP003610967108,3093
MGYP002301359541,3094
MGYP001580702619,3095
MGYP003186442800,3096
MGYP006234524557,1
MGYP002378793105,3097
MGYP001591765352,3098
MGYP003653655856,1874
MGYP002905908917,3099
MGYP001491371489,3100
MGYP006189671533,3101
MGYP000984765384,3102
MGYP000172051477,3103
MGYP003282661487,3103
MGYP003657236643,3104
MGYP000282299318,394
MGYP000387555058,394
MGYP001569400631,3105
MGYP000785681808,3106
MGYP003537644314,3107
MGYP006158433189,3108
MGYP005777835099,3109
MGYP003333047182,3110
MGYP003334797217,3111
MGYP000904313657,3112
MGYP001159606895,3112
MGYP003557133357,3113
MGYP002864061939,3114
MGYP003450926170,3115
MGYP001174083052,3116
MGYP001087917249,3117
MGYP006367205107,3118
MGYP000710986642,3119
MGYP004637886211,3119
MGYP000853641213,3120
MGYP001747493717,3120
MGYP000775677017,673
MGYP003256878251,673
MGYP001294676282,3121
MGYP006274515873,1893
MGYP000883788164,3122
MGYP003487553266,3123
MGYP003468331182,3124
MGYP000722347803,3125
MGYP000972117307,3126
MGYP006054168049,3127
MGYP001215087971,3128
MGYP003492296063,3129
MGYP000351668486,3129
MGYP002948904765,3130
MGYP003273739451,348
MGYP000781017990,348
MGYP000692017960,3131
MGYP003382456104,3132
MGYP003586546867,3133
MGYP001120251349,3133
MGYP000950427157,3134
MGYP003452838071,3135
MGYP003494645036,3135
MGYP001188644941,3136
MGYP005835693849,3137
MGYP006212654249,3138
MGYP001161223005,3139
MGYP001753820722,292
MGYP001159244864,3140
MGYP002228079945,3141
MGYP001009852771,3142
MGYP001537780052,3143
MGYP000203736984,3143
MGYP000301642775,3143
MGYP000994744354,3143
MGYP004532238999,3143
MGYP001595876446,3144
MGYP000887296473,3145
MGYP000499411304,3146
MGYP005614519279,3147
MGYP002738582170,3148
MGYP000356934685,3149
MGYP003264143075,3150
MGYP000783678402,1367
MGYP005690208585,3151
MGYP000836705406,3152
MGYP000831469645,3153
MGYP001180999663,3154
MGYP000057582170,2643
MGYP001248210912,3155
MGYP000850917406,3156
MGYP003524588925,3157
MGYP004749457773,3158
MGYP004696262949,3159
MGYP001099607665,3159
MGYP002793519321,3160
MGYP003417655282,3160
MGYP000784936787,3161
MGYP000303001846,3161
MGYP001424997136,3162
MGYP001601700164,3162
MGYP000681896391,3163
MGYP001516417311,3164
MGYP000819112713,3165
MGYP002990081743,3166
MGYP000459146841,3167
MGYP000965675278,3168
MGYP002631228656,3168
MGYP001230491119,3169
MGYP001607370028,3170
MGYP003332017627,3171
MGYP001431954547,3172
MGYP002661885082,3173
MGYP000424197491,3174
MGYP000786594703,3175
MGYP005761681375,3176
MGYP001590316700,3177
MGYP001136132307,3178
MGYP003096671402,3178
MGYP006070742229,3179
MGYP000738900795,1316
MGYP000717016229,1316
MGYP000381187284,1316
MGYP001047531666,1316
MGYP000194954883,1316
MGYP000842596707,1989
MGYP005984654985,1450
MGYP004659186627,3180
MGYP002692520440,3181
MGYP003474742625,816
MGYP003243402422,816
MGYP003545178251,816
MGYP001360789846,3182
MGYP003490802634,3183
MGYP000811730054,3184
MGYP006331856261,2356
MGYP001063655313,3185
MGYP001402801816,3186
MGYP003590893978,530
MGYP002517409198,3187
MGYP002249206793,3188
MGYP001242753658,3189
MGYP001253085271,3190
MGYP005722425893,3191
MGYP000492274668,3192
MGYP000837591452,3193
MGYP000783586741,3194
MGYP004671826037,3194
MGYP001591052200,3195
MGYP002774903566,3196
MGYP000148302196,3197
MGYP003356765706,3198
MGYP002456020176,3199
MGYP002634819263,3200
MGYP004687205207,3201
MGYP000520694780,3202
MGYP003407306221,3203
MGYP000781640343,1542
MGYP000376364717,3204
MGYP002582620339,3204
MGYP000370618748,3204
MGYP001593344082,2396
MGYP002756849210,3205
MGYP003331141240,3206
MGYP001243250615,3207
MGYP003295745701,3208
MGYP001562226611,3209
MGYP000244270673,3210
MGYP000622854303,3211
MGYP003931791493,3212
MGYP000974845972,3213
MGYP003326900641,3214
MGYP000217452001,3215
MGYP000979275488,3216
MGYP001350000198,3217
MGYP000429720899,3218
MGYP003494639027,3219
MGYP000893061614,3220
MGYP001355556486,3221
MGYP000931527349,3222
MGYP003218945570,3223
MGYP002731771904,2782
MGYP001171139526,2782
MGYP003338940209,3224
MGYP002281582502,3225
MGYP002492119318,3226
MGYP005898401417,3227
MGYP001635829671,3228
MGYP003026868795,3229
MGYP006387031107,3230
MGYP003304606641,3231
MGYP006345312549,3232
MGYP000797721778,1769
MGYP001401808030,3233
MGYP002381366874,3234
MGYP001419003777,3235
MGYP002636793678,3236
MGYP000482129309,3237
MGYP005637287393,3238
MGYP001494108150,3239
MGYP001084257025,3239
MGYP003565612519,3240
MGYP003096813150,3241
MGYP003342629090,3242
MGYP000236510192,3243
MGYP004659795931,3243
MGYP003137647119,3244
MGYP003022291371,3245
MGYP002997835163,3246
MGYP002625541720,3247
MGYP000579991615,3248
MGYP000524320315,261
MGYP003311351620,3249
MGYP002710642736,3250
MGYP005902947371,3251
MGYP003475014718,3252
MGYP001129443188,3252
MGYP003219221245,3253
MGYP000806166380,3254
MGYP005981441741,2294
MGYP000781661890,2294
MGYP002561055216,2294
MGYP000362029148,2294
MGYP004627150891,3255
MGYP002996340382,3256
MGYP000078611217,3256
MGYP001319856805,3257
MGYP001777536512,3258
MGYP003544458537,3259
MGYP006281596499,3260
MGYP003615514842,3261
MGYP002556267938,3262
MGYP002377759792,3263
MGYP006067493371,3264
MGYP002682270328,3265
MGYP000424718373,3266
MGYP005950673057,3267
MGYP000052725518,1385
MGYP001344471684,1385
MGYP002228873056,3268
MGYP001662161777,3269
MGYP001058667647,3270
MGYP003344941401,3271
MGYP000831569756,3272
MGYP006199380601,3273
MGYP003468408020,3274
MGYP001228492598,3275
MGYP001808307481,3276
MGYP006224354687,3277
MGYP001291882408,3278
MGYP004599398793,3279
MGYP004449735021,485
MGYP000484358242,485
MGYP003005938100,485
MGYP000824516928,485
MGYP005880730803,485
MGYP001166518934,3280
MGYP001596632558,3281
MGYP002633134590,3282
MGYP003399270441,3283
MGYP005948167423,716
MGYP003580963441,716
MGYP003202486108,716
MGYP006343591371,3284
MGYP000093275954,3285
MGYP000349683902,3286
MGYP000092203996,3287
MGYP006271999683,3288
MGYP003297200145,3289
MGYP001239945843,3290
MGYP000436065612,3291
MGYP001204760230,3292
MGYP004527015033,3293
MGYP001013304918,3293
MGYP000833536130,3294
MGYP000294803742,3295
MGYP000906590304,3296
MGYP003164473523,2091
MGYP006050402341,2091
MGYP002563725248,2091
MGYP003505732002,308
MGYP001172987579,308
MGYP005990258023,3297
MGYP001486633729,3297
MGYP000036125494,3298
MGYP000726515962,3299
MGYP002728998487,3300
MGYP003202558507,3300
MGYP002734788397,3300
MGYP000324987546,3301
MGYP001677172491,3302
MGYP003790916553,3303
MGYP000415380927,3304
MGYP000514636931,3305
MGYP000453760407,3306
MGYP000713538832,3307
MGYP003960241509,3308
MGYP000945017864,3309
MGYP003272659951,3310
MGYP006229025685,3311
MGYP006128464131,3312
MGYP000376532953,3204
MGYP001142679423,3313
MGYP003428739144,3313
MGYP002451786025,3314
MGYP000264349491,3314
MGYP004522566017,3314
MGYP004479803427,3315
MGYP003197057007,3316
MGYP005815402295,3317
MGYP001144793951,3318
MGYP003147061640,3319
MGYP003656289514,3319
MGYP003406299372,3320
MGYP006254411845,3321
MGYP000066637759,3322
MGYP000462199708,3323
MGYP000853540680,3324
MGYP000543419119,3314
MGYP000772206380,3325
MGYP000908058492,3326
MGYP003185120554,3327
MGYP003383233995,3328
MGYP003427360000,3329
MGYP005683576149,3330
MGYP000594527849,3331
MGYP001828820006,3332
MGYP001300129702,3333
MGYP001325125327,3334
MGYP003384779051,3335
MGYP003367608669,3336
MGYP001091715650,3337
MGYP001268768807,3337
MGYP003231969268,3338
MGYP000745100944,565
MGYP000092652619,565
MGYP000689460195,565
MGYP000707619104,3339
MGYP001265098648,3340
MGYP001294739445,3341
MGYP001185614401,3341
MGYP003323060299,3342
MGYP005783610117,3343
MGYP005870741979,3344
MGYP000292689079,392
MGYP001166950922,3345
MGYP004578029905,3346
MGYP003306222817,1888
MGYP001302905618,393
MGYP001141039424,393
MGYP003422780624,3347
MGYP000028191138,3348
MGYP001363427220,3349
MGYP003522833830,3350
MGYP003289292347,3351
MGYP000588132202,3352
MGYP000313373292,3352
MGYP002561803207,2066
MGYP000256527281,2066
MGYP004514143069,3353
MGYP001126216709,3354
MGYP001267216468,3355
MGYP002827433615,3356
MGYP001043012394,3357
MGYP000928216190,3358
MGYP000780634008,3359
MGYP005842138649,3360
MGYP003429794367,3361
MGYP000524014776,3361
MGYP000999911094,3362
MGYP002254166749,3363
MGYP001121529341,3364
MGYP001460147963,3365
MGYP001384142256,3366
MGYP001584498417,3367
MGYP001336724982,3367
MGYP006239104937,3368
MGYP000090437394,3369
MGYP000964335115,3370
MGYP000262049830,3371
MGYP004692704573,3371
MGYP001496141859,3372
MGYP000462409756,3373
MGYP000789159919,3374
MGYP005623297375,3375
MGYP001577475149,3376
MGYP001335485482,3377
MGYP003980090277,3378
MGYP000443006651,3379
MGYP000099932488,3380
MGYP004590697271,3381
MGYP002518878919,3382
MGYP000615213649,3383
MGYP001605193104,3384
MGYP000541575178,3385
MGYP003579007041,3386
MGYP001301415977,3387
MGYP002636565586,3388
MGYP001398349474,3389
MGYP005627553253,3390
MGYP001764456335,3391
MGYP001600358326,3392
MGYP000090333831,3393
MGYP000625759890,3394
MGYP000298365067,3395
MGYP000304584556,3396
MGYP003984202225,3397
MGYP003575695108,3398
MGYP001586256711,3398
MGYP001098262844,3399
MGYP000138641250,3400
MGYP001224050108,3401
