id,biome,cluster
MGYP002988579956,unknown,2710
MGYP001598049838,unknown,2711
MGYP000047065591,unknown,2712
MGYP003272167296,unknown,2713
MGYP000641886823,unknown,262
MGYP000000572730,unknown,262
MGYP003369024212,unknown,2714
MGYP001033508324,unknown,2715
MGYP001304429734,unknown,2716
MGYP001492771170,unknown,2716
MGYP003620646200,unknown,2717
MGYP000390508325,unknown,2717
MGYP001387290353,unknown,2718
MGYP002561482543,unknown,2719
MGYP001471924514,unknown,2719
MGYP001120814928,unknown,2720
MGYP002649272062,unknown,2721
MGYP000826476480,unknown,40
MGYP001376430422,unknown,40
MGYP001515385241,unknown,11
MGYP002932641828,unknown,11
MGYP003476228124,unknown,11
MGYP001382369921,unknown,2722
MGYP001101526505,unknown,2723
MGYP000624035669,unknown,2723
MGYP002636397081,unknown,2724
MGYP001002772614,unknown,2724
MGYP003163521627,unknown,2724
MGYP001821912652,unknown,2725
MGYP003545247327,unknown,2726
MGYP005615188309,unknown,191
MGYP003176986549,unknown,191
MGYP000775266980,unknown,191
MGYP000434163548,unknown,2727
MGYP002580307632,unknown,2727
MGYP001478333613,unknown,363
MGYP001410015277,unknown,2728
MGYP000599476599,unknown,2729
MGYP005997359817,unknown,2730
MGYP001180963640,unknown,2730
MGYP000624182113,unknown,2731
MGYP000938067622,unknown,2732
MGYP000937721820,unknown,2733
MGYP005786516593,unknown,2734
MGYP004529996299,unknown,2735
MGYP003221592632,unknown,2736
MGYP006305642923,unknown,2737
MGYP001606739886,unknown,2738
MGYP000749676751,unknown,849
MGYP003613756561,unknown,2739
MGYP002735541936,unknown,2740
MGYP002774068281,unknown,2741
MGYP003331247838,unknown,2742
MGYP002551707974,unknown,2743
MGYP003272149923,unknown,2743
MGYP003395985174,unknown,2744
MGYP006083335473,unknown,2745
MGYP001782921067,unknown,2746
MGYP001363892931,unknown,2747
MGYP001820344886,unknown,2748
MGYP001820040496,unknown,2748
MGYP002813294549,unknown,2748
MGYP001761344647,unknown,2749
MGYP002656505996,unknown,2750
MGYP003308492990,unknown,2750
MGYP000406645239,unknown,1354
MGYP005961364711,unknown,2751
MGYP002595095323,unknown,2752
MGYP002605571674,unknown,2753
MGYP003540557275,unknown,2754
MGYP000542625796,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal,2755
MGYP000754346051,unknown,798
MGYP001550861473,unknown,798
MGYP001055069754,unknown,2756
MGYP003149716334,unknown,2757
MGYP000633057774,unknown,2758
MGYP002718945993,unknown,2759
MGYP001499072233,unknown,2760
MGYP000963307825,unknown,2761
MGYP002710084694,unknown,2762
MGYP001191887527,unknown,2762
MGYP001237309209,unknown,2763
MGYP002913925111,unknown,2764
MGYP005641280859,unknown,2765
MGYP002734296928,unknown,2766
MGYP000172774034,unknown,2766
MGYP000136311403,unknown,2767
MGYP001635955028,unknown,2768
MGYP003559382236,unknown,2769
MGYP002761906072,unknown,2770
MGYP004006894137,unknown,2771
MGYP001349392522,unknown,2772
MGYP005748521727,unknown,2772
MGYP001488889444,unknown,2773
MGYP000934302129,unknown,2774
MGYP001499308284,unknown,2775
MGYP001559077631,unknown,1455
MGYP000966804968,unknown,2776
MGYP001178861951,unknown,2777
MGYP001104445083,unknown,2778
MGYP005926721795,unknown,2779
MGYP000797182747,unknown,2780
MGYP000827396648,unknown,2781
MGYP002538723964,unknown,2781
MGYP001314435091,unknown,2782
MGYP001359435958,unknown,2782
MGYP002634050092,unknown,2782
MGYP006158458379,unknown,2783
MGYP004531029891,unknown,964
MGYP003514724450,unknown,964
MGYP000780222339,unknown,964
MGYP000041143629,unknown,2784
MGYP003098532598,unknown,2785
MGYP000082257599,unknown,170
MGYP001533284375,unknown,170
MGYP002581610655,unknown,170
MGYP001333599848,unknown,170
MGYP003436023934,unknown,2786
MGYP001481952836,unknown,2787
MGYP002624375679,unknown,2788
MGYP001488069748,unknown,293
MGYP002611083784,unknown,293
MGYP000361160391,unknown,293
MGYP000762188567,unknown,293
MGYP001233760274,unknown,2789
MGYP000892336264,unknown,2790
MGYP004636871225,unknown,2791
MGYP006379067849,unknown,2792
MGYP002849795990,unknown,2793
MGYP003561140544,unknown,2794
MGYP001472630347,unknown,2795
MGYP006288366713,unknown,2796
MGYP001339057999,unknown,2797
MGYP006320791981,unknown,2798
MGYP001744271934,unknown,2799
MGYP003243547532,unknown,2800
MGYP000447222129,unknown,2801
MGYP001520987089,unknown,2076
MGYP003562282783,unknown,2076
MGYP000750542114,unknown,2802
MGYP004460224555,unknown,2803
MGYP004471228835,unknown,2803
MGYP002545255062,unknown,2804
MGYP002719695382,unknown,2805
MGYP001774573437,unknown,2806
MGYP003164110473,unknown,2807
MGYP001360586992,unknown,2808
MGYP000417667538,unknown,2809
MGYP001345694636,unknown,2810
MGYP000546203027,unknown,1433
MGYP002717145610,unknown,1433
MGYP003473916711,unknown,1433
MGYP002636576102,unknown,1433
MGYP005980064337,unknown,2811
MGYP004465379809,unknown,2811
MGYP002529963285,unknown,2811
MGYP002545291529,unknown,2811
MGYP000801231857,unknown,2811
MGYP002537454918,unknown,2811
MGYP001142033785,unknown,2811
MGYP001230709209,unknown,2812
MGYP001471549537,unknown,2813
MGYP003603674795,unknown,2814
MGYP000929125999,unknown,2815
MGYP000773250069,unknown,2815
MGYP000796208009,unknown,2816
MGYP001752636393,unknown,2816
MGYP000127342150,unknown,2817
MGYP000324473494,unknown,2817
MGYP001465983189,unknown,476
MGYP006183762773,unknown,476
MGYP001198905810,unknown,476
MGYP000872161301,unknown,2818
MGYP002737936470,unknown,2819
MGYP006171728173,unknown,2820
MGYP002507735364,unknown,2821
MGYP000930931210,unknown,2822
MGYP000783650370,unknown,485
MGYP000840921502,unknown,485
MGYP000932252222,unknown,485
MGYP001224605230,unknown,2823
MGYP002659438018,unknown,2824
MGYP003802123501,unknown,2825
MGYP002571602382,unknown,1399
MGYP000410706367,unknown,2826
MGYP005700258977,unknown,2827
MGYP005685904559,unknown,2828
MGYP003541272638,unknown,2829
MGYP001557100286,unknown,2830
MGYP001617078103,unknown,2831
MGYP006407940319,unknown,2832
MGYP001252631099,unknown,2833
MGYP000396952072,unknown,2834
MGYP001278270758,unknown,2835
MGYP004690632657,unknown,2836
MGYP001509481517,unknown,2837
MGYP000199778623,unknown,2837
MGYP001117084271,unknown,2838
MGYP006252809231,unknown,2839
MGYP002779002667,unknown,2840
MGYP003292442553,unknown,2841
MGYP001359961503,unknown,2842
MGYP001768535254,unknown,2843
MGYP001374120063,unknown,2844
MGYP001216712201,unknown,2844
MGYP001770084529,unknown,1874
MGYP005901397189,unknown,2845
MGYP003268983822,unknown,2846
MGYP000813865800,unknown,2847
MGYP001156622586,unknown,2848
MGYP001185323050,unknown,857
MGYP003614279793,unknown,857
MGYP002040670320,unknown,2849
MGYP001296091638,unknown,2850
MGYP003719694727,unknown,2851
MGYP003010670039,unknown,2852
MGYP002520314358,unknown,2853
MGYP005728107883,unknown,2854
MGYP006363775667,unknown,2855
MGYP000968521291,unknown,2856
MGYP001434327141,unknown,1063
MGYP001468924331,unknown,1063
MGYP004545166153,unknown,2857
MGYP003593126024,unknown,2858
MGYP000643252741,unknown,2859
MGYP000849931062,unknown,2860
MGYP000636587783,unknown,2861
MGYP006358548277,unknown,2290
MGYP006293930527,unknown,2290
MGYP001047543983,unknown,2290
MGYP001463157295,unknown,2862
MGYP001757777493,unknown,2863
MGYP001627673629,unknown,2864
MGYP001362360539,unknown,2865
MGYP006304482223,unknown,2866
MGYP001739758086,unknown,2867
MGYP003482116588,unknown,2868
MGYP002764707242,unknown,2869
MGYP000225858587,unknown,2870
MGYP002744806945,unknown,2871
MGYP005706358271,unknown,2872
MGYP003522003047,unknown,2873
MGYP001316808190,unknown,2874
MGYP001325513216,unknown,2875
MGYP003350765482,unknown,2876
MGYP002593386358,unknown,2877
MGYP003098217441,unknown,2878
MGYP000341545223,unknown,2879
MGYP002655576621,unknown,2880
MGYP002783900045,unknown,2881
MGYP000818069361,unknown,2882
MGYP002539397962,unknown,2883
MGYP003137384359,unknown,2884
MGYP000717916955,unknown,2884
MGYP001163418065,unknown,2502
MGYP000073614570,unknown,2885
MGYP000913687356,unknown,2886
MGYP000373951443,unknown,2887
MGYP002646832247,unknown,2888
MGYP002660882106,unknown,2889
MGYP002799996678,unknown,2890
MGYP000749695299,unknown,1744
MGYP002790420468,unknown,2891
MGYP003961121021,unknown,2892
MGYP000920324620,unknown,1781
MGYP002148275737,unknown,1781
MGYP001077263304,unknown,2893
MGYP000536547275,unknown,2894
MGYP001014982414,unknown,2894
MGYP002936660003,unknown,2895
MGYP001410260136,unknown,2896
MGYP000818888950,unknown,2897
MGYP001274437030,unknown,2898
MGYP003816152667,unknown,2899
MGYP001333193178,unknown,2900
MGYP001067560642,unknown,2901
MGYP002558050395,unknown,2902
MGYP003311154989,unknown,1341
MGYP001363411194,unknown,2903
MGYP003416080962,unknown,2904
MGYP004557042793,unknown,2905
MGYP002535309609,unknown,2906
MGYP000793139353,unknown,2076
MGYP000919134089,unknown,2907
MGYP002356043109,unknown,2908
MGYP003218399323,unknown,2909
MGYP006147568089,unknown,2909
MGYP002242132058,unknown,2910
MGYP006113046981,unknown,2911
MGYP001434832217,unknown,584
MGYP000927847254,unknown,584
MGYP005670406095,root:Environmental:Aquatic:Marine:Oceanic,2912
MGYP000742931965,unknown,2913
MGYP003532630161,unknown,2914
MGYP001618765553,unknown,395
MGYP000050950409,unknown,2915
MGYP000588997053,unknown,2916
MGYP002709491788,unknown,2917
MGYP004677088949,unknown,2917
MGYP001310709159,unknown,2918
MGYP002800526281,unknown,2919
MGYP004443244313,unknown,738
MGYP001364689955,unknown,2920
MGYP005768951291,unknown,2921
MGYP002241508953,unknown,584
MGYP003245219587,unknown,584
MGYP000666406437,unknown,2922
MGYP001393375900,unknown,1012
MGYP001054615578,unknown,2923
MGYP000829369748,unknown,2923
MGYP000517332027,unknown,2924
MGYP001020414203,unknown,2925
MGYP000173620962,unknown,2926
MGYP000840126895,unknown,744
MGYP003984223995,unknown,2927
MGYP000914755042,unknown,2928
MGYP000516712966,unknown,2929
MGYP001105794604,unknown,349
MGYP003027137991,unknown,2930
MGYP006091224785,unknown,2931
MGYP000708029169,unknown,2932
MGYP006107381017,unknown,2933
MGYP005967493469,unknown,1778
MGYP003497576482,unknown,1778
MGYP000851189712,unknown,2934
MGYP000949456088,unknown,2935
MGYP002626322136,unknown,2936
MGYP005827456419,unknown,2937
MGYP005691641639,unknown,2938
MGYP004594186441,unknown,2939
MGYP000445670218,unknown,2198
MGYP003446329585,unknown,2198
MGYP001389501981,unknown,883
MGYP001506650859,unknown,2940
MGYP000123370834,unknown,2941
MGYP001682996765,unknown,2942
MGYP003945635365,unknown,2943
MGYP001347425160,unknown,2944
MGYP001374009293,unknown,2944
MGYP000609040609,unknown,2944
MGYP003966831549,unknown,2945
MGYP003438774465,unknown,2946
MGYP003694538597,unknown,2947
MGYP001352200265,unknown,2948
MGYP000616083572,unknown,2949
MGYP001625109831,unknown,2950
MGYP001526845477,unknown,2951
MGYP002653922819,unknown,2952
MGYP001763656555,unknown,158
MGYP000416611466,unknown,2953
MGYP000936664868,unknown,2954
MGYP004599950037,unknown,45
MGYP000219920081,unknown,2955
MGYP000074284435,unknown,2956
MGYP004458067307,unknown,2957
MGYP005639838009,unknown,2958
MGYP002727262823,unknown,2959
MGYP002624990810,unknown,2959
MGYP000818159388,unknown,2959
MGYP000639498402,unknown,2959
MGYP000486671368,unknown,2959
MGYP001421500620,unknown,2960
MGYP001024007400,unknown,2961
MGYP006290843153,unknown,2962
MGYP001507466698,unknown,2963
MGYP002724632133,unknown,1367
MGYP002720099610,unknown,87
MGYP000307029579,unknown,394
MGYP002803023658,unknown,394
MGYP000592073580,unknown,394
MGYP003512137282,unknown,394
MGYP000741538766,unknown,394
MGYP003654816848,unknown,2964
MGYP001049756948,unknown,2965
MGYP001829466891,unknown,2966
MGYP000989306204,unknown,2967
MGYP001809531685,unknown,390
MGYP001494658539,unknown,390
MGYP001363418987,unknown,2968
MGYP006137547961,unknown,2968
MGYP003611405739,unknown,2968
MGYP003718220287,unknown,2969
MGYP002700647584,unknown,841
MGYP001135886340,unknown,2970
MGYP000045835011,unknown,2971
MGYP002639169827,unknown,2971
MGYP000908705376,unknown,2972
MGYP003373567025,unknown,2973
MGYP001237445415,unknown,6
MGYP001400709146,unknown,6
MGYP001552788002,unknown,2974
MGYP003541928194,unknown,2975
MGYP001240594057,unknown,2976
MGYP000255668249,unknown,2977
MGYP000347717177,unknown,2978
MGYP002726683938,unknown,2979
MGYP002987836636,unknown,2980
MGYP000598668074,root:Host-associated:Human:Digestive system:Large intestine:Fecal,2980
MGYP004720212575,unknown,28
MGYP002241904947,unknown,2981
MGYP000885533207,unknown,2982
MGYP003208768582,unknown,1157
MGYP004445515183,unknown,1157
MGYP001508005032,unknown,2983
MGYP000249604889,unknown,2984
MGYP003114229914,unknown,395
MGYP001327000428,unknown,2985
MGYP003352579075,unknown,2986
MGYP000212337723,unknown,2987
MGYP000367132586,unknown,2988
MGYP001582473476,unknown,2989
MGYP001604424151,unknown,2990
MGYP001541721203,unknown,2991
MGYP001602998013,unknown,2617
MGYP001543034407,unknown,2992
MGYP001984727587,unknown,2993
MGYP001377373809,unknown,2994
MGYP006164520591,unknown,2995
MGYP000950631897,unknown,2996
MGYP000996595269,unknown,2996
MGYP004712488895,unknown,2997
MGYP001513444374,unknown,2997
MGYP003381194857,unknown,2998
MGYP003617598524,unknown,2999
MGYP000593418537,unknown,3000
MGYP005730054707,unknown,3001
MGYP004466423461,unknown,135
MGYP000348610443,unknown,135
MGYP000344833075,unknown,3002
MGYP000010735629,unknown,3003
MGYP002607626106,unknown,3004
MGYP003372118361,unknown,3005
MGYP002611384106,unknown,729
MGYP001792596564,unknown,3006
MGYP001060635797,unknown,3007
MGYP003544005643,unknown,3007
MGYP000772749258,unknown,3008
MGYP003219849954,unknown,3008
MGYP001292108454,unknown,3009
MGYP000784899432,unknown,3010
MGYP002654936499,unknown,3011
MGYP006140509109,unknown,3012
MGYP002513742224,unknown,3013
MGYP003615265686,unknown,3014
MGYP000686912101,unknown,3015
MGYP001476738533,unknown,3016
MGYP004535264381,unknown,3017
MGYP001074307584,unknown,3018
MGYP006188193615,unknown,3019
MGYP006105823431,unknown,3019
MGYP003964233005,unknown,3020
MGYP002529169775,unknown,3021
MGYP003690654277,unknown,3022
MGYP003487864030,unknown,3023
MGYP000979216855,unknown,3024
MGYP003578980405,unknown,3025
MGYP000817767433,unknown,3026
MGYP002709359009,unknown,3027
MGYP000774629573,unknown,3028
MGYP005945970097,unknown,3028
MGYP004687079049,unknown,3029
MGYP002658623898,unknown,3030
MGYP003632086513,unknown,3031
MGYP003512395260,unknown,67
MGYP001345421599,unknown,3032
MGYP005673310255,unknown,3033
MGYP001044731585,unknown,3034
MGYP003443507895,unknown,3035
MGYP001325016077,unknown,3036
MGYP006069516067,unknown,3037
MGYP001552439868,unknown,3038
MGYP005762833231,unknown,3039
MGYP000622907476,unknown,3040
MGYP003414800553,unknown,3041
MGYP003245360356,unknown,3042
MGYP003572468028,unknown,3043
MGYP006071491119,unknown,3044
MGYP001578464549,unknown,3044
MGYP001614857539,unknown,3045
MGYP002987039210,unknown,3046
MGYP001579245412,unknown,3047
MGYP001315534653,unknown,3047
MGYP002678883616,unknown,3048
MGYP001362135830,unknown,3049
MGYP000428133824,unknown,3050
MGYP002710752597,unknown,3051
MGYP003330220336,unknown,3052
MGYP000462366504,unknown,3053
MGYP002544317231,unknown,3053
MGYP003193853681,unknown,3053
MGYP002427897290,unknown,2622
MGYP000595101451,unknown,3054
MGYP001155166506,unknown,3055
MGYP003451301982,unknown,3056
MGYP001091027301,unknown,413
MGYP000235107022,unknown,413
MGYP003302831610,unknown,3057
MGYP001293425561,unknown,3058
MGYP001252009021,unknown,3059
MGYP000980581802,unknown,3060
MGYP006330093393,unknown,3061
MGYP000565060874,unknown,3062
MGYP003560647858,unknown,3063
MGYP001602426002,unknown,3064
MGYP000473280391,unknown,3065
MGYP001051407927,unknown,3066
MGYP000487706140,unknown,3067
MGYP001552818524,unknown,3068
MGYP001062786724,unknown,11
MGYP001451388255,unknown,11
MGYP000539107541,unknown,3069
MGYP000613181086,unknown,3069
MGYP002621804661,unknown,3070
MGYP001428012659,unknown,3071
MGYP000704610718,unknown,3072
MGYP003689263581,unknown,3073
MGYP000685519968,unknown,3074
MGYP000150306753,unknown,3075
MGYP001361695969,unknown,3076
MGYP003789657193,unknown,3077
MGYP003523812688,unknown,3078
MGYP005745366935,unknown,3079
MGYP003345081964,unknown,3080
MGYP004647917727,unknown,3081
MGYP002641836857,unknown,3082
MGYP001403597607,unknown,3083
MGYP003480713464,unknown,1487
MGYP000775869695,unknown,3084
MGYP000423751124,unknown,476
MGYP003890860685,unknown,3085
MGYP001316969044,unknown,3086
MGYP001371863549,unknown,3087
MGYP003186055283,unknown,3088
MGYP003254435105,unknown,3088
MGYP006344176873,unknown,3088
MGYP000078289234,unknown,3089
MGYP001068531846,unknown,503
MGYP005653796053,unknown,503
MGYP001214231924,unknown,503
MGYP003868004751,unknown,503
MGYP004557665827,unknown,3090
MGYP004588561593,unknown,3090
MGYP006264401331,unknown,3091
MGYP001276773261,unknown,3092
MGYP003610967108,unknown,3093
MGYP002301359541,unknown,3094
MGYP001580702619,unknown,3095
MGYP003186442800,unknown,3096
MGYP006234524557,unknown,1
MGYP002378793105,unknown,3097
MGYP001591765352,unknown,3098
MGYP003653655856,unknown,1874
MGYP002905908917,unknown,3099
MGYP001491371489,unknown,3100
MGYP006189671533,unknown,3101
MGYP000984765384,unknown,3102
MGYP000172051477,unknown,3103
MGYP003282661487,unknown,3103
MGYP003657236643,unknown,3104
MGYP000282299318,unknown,395
MGYP000387555058,unknown,395
MGYP001569400631,unknown,3105
MGYP000785681808,unknown,3106
MGYP003537644314,unknown,3107
MGYP006158433189,unknown,3108
MGYP005777835099,unknown,3109
MGYP003333047182,unknown,3110
MGYP003334797217,unknown,3111
MGYP000904313657,unknown,3112
MGYP001159606895,unknown,3112
MGYP003557133357,unknown,3113
MGYP002864061939,unknown,3114
MGYP003450926170,unknown,3115
MGYP001174083052,unknown,3116
MGYP001087917249,unknown,3117
MGYP006367205107,unknown,3118
MGYP000710986642,unknown,3119
MGYP004637886211,unknown,3119
MGYP000853641213,unknown,3120
MGYP001747493717,unknown,3120
MGYP000775677017,unknown,673
MGYP003256878251,unknown,673
MGYP001294676282,unknown,3121
MGYP006274515873,unknown,1893
MGYP000883788164,unknown,3122
MGYP003487553266,unknown,3123
MGYP003468331182,unknown,3124
MGYP000722347803,unknown,3125
MGYP000972117307,unknown,3126
MGYP006054168049,unknown,3127
MGYP001215087971,unknown,3128
MGYP003492296063,unknown,3129
MGYP000351668486,unknown,3129
MGYP002948904765,unknown,3130
MGYP003273739451,unknown,349
MGYP000781017990,unknown,349
MGYP000692017960,unknown,3131
MGYP003382456104,unknown,3132
MGYP003586546867,unknown,3133
MGYP001120251349,unknown,3133
MGYP000950427157,unknown,3134
MGYP003452838071,unknown,3135
MGYP003494645036,unknown,3135
MGYP001188644941,unknown,3136
MGYP005835693849,unknown,3137
MGYP006212654249,unknown,3138
MGYP001161223005,unknown,3139
MGYP001753820722,unknown,293
MGYP001159244864,unknown,3140
MGYP002228079945,unknown,3141
MGYP001009852771,unknown,3142
MGYP001537780052,unknown,3143
MGYP000203736984,unknown,3143
MGYP000301642775,unknown,3143
MGYP000994744354,unknown,3143
MGYP004532238999,unknown,3143
MGYP001595876446,unknown,3144
MGYP000887296473,unknown,3145
MGYP000499411304,unknown,3146
MGYP005614519279,unknown,3147
MGYP002738582170,unknown,3148
MGYP000356934685,unknown,3149
MGYP003264143075,unknown,3150
MGYP000783678402,unknown,1367
MGYP005690208585,unknown,3151
MGYP000836705406,unknown,3152
MGYP000831469645,unknown,3153
MGYP001180999663,unknown,3154
MGYP000057582170,unknown,2643
MGYP001248210912,unknown,3155
MGYP000850917406,unknown,3156
MGYP003524588925,unknown,3157
MGYP004749457773,unknown,3158
MGYP004696262949,unknown,3159
MGYP001099607665,unknown,3159
MGYP002793519321,unknown,3160
MGYP003417655282,unknown,3160
MGYP000784936787,unknown,3161
MGYP000303001846,unknown,3161
MGYP001424997136,unknown,3162
MGYP001601700164,unknown,3162
MGYP000681896391,unknown,3163
MGYP001516417311,unknown,3164
MGYP000819112713,unknown,3165
MGYP002990081743,unknown,3166
MGYP000459146841,unknown,3167
MGYP000965675278,unknown,3168
MGYP002631228656,unknown,3168
MGYP001230491119,unknown,3169
MGYP001607370028,unknown,3170
MGYP003332017627,unknown,3171
MGYP001431954547,unknown,3172
MGYP002661885082,unknown,3173
MGYP000424197491,unknown,3174
MGYP000786594703,unknown,3175
MGYP005761681375,unknown,3176
MGYP001590316700,unknown,3177
MGYP001136132307,unknown,3178
MGYP003096671402,unknown,3178
MGYP006070742229,unknown,3179
MGYP000738900795,unknown,1316
MGYP000717016229,unknown,1316
MGYP000381187284,unknown,1316
MGYP001047531666,unknown,1316
MGYP000194954883,unknown,1316
MGYP000842596707,unknown,11
MGYP005984654985,unknown,1450
MGYP004659186627,unknown,3180
MGYP002692520440,unknown,3181
MGYP003474742625,unknown,816
MGYP003243402422,unknown,816
MGYP003545178251,unknown,816
MGYP001360789846,unknown,3182
MGYP003490802634,unknown,3183
MGYP000811730054,unknown,3184
MGYP006331856261,unknown,2356
MGYP001063655313,unknown,3185
MGYP001402801816,unknown,3186
MGYP003590893978,unknown,531
MGYP002517409198,unknown,3187
MGYP002249206793,unknown,3188
MGYP001242753658,unknown,3189
MGYP001253085271,unknown,3190
MGYP005722425893,unknown,3191
MGYP000492274668,unknown,3192
MGYP000837591452,unknown,3193
MGYP000783586741,unknown,3194
MGYP004671826037,unknown,3194
MGYP001591052200,unknown,3195
MGYP002774903566,unknown,3196
MGYP000148302196,unknown,3197
MGYP003356765706,unknown,3198
MGYP002456020176,unknown,3199
MGYP002634819263,unknown,3200
MGYP004687205207,unknown,3201
MGYP000520694780,unknown,3202
MGYP003407306221,unknown,3203
MGYP000781640343,unknown,1542
MGYP000376364717,unknown,3204
MGYP002582620339,unknown,3204
MGYP000370618748,unknown,3204
MGYP001593344082,unknown,2396
MGYP002756849210,unknown,3205
MGYP003331141240,unknown,3206
MGYP001243250615,unknown,3207
MGYP003295745701,unknown,3208
MGYP001562226611,unknown,3209
MGYP000244270673,unknown,3210
MGYP000622854303,unknown,3211
MGYP003931791493,unknown,3212
MGYP000974845972,unknown,3213
MGYP003326900641,unknown,3214
MGYP000217452001,unknown,3215
MGYP000979275488,unknown,3216
MGYP001350000198,unknown,3217
MGYP000429720899,unknown,3218
MGYP003494639027,unknown,3219
MGYP000893061614,unknown,3220
MGYP001355556486,unknown,3221
MGYP000931527349,unknown,3222
MGYP003218945570,unknown,3223
MGYP002731771904,unknown,2782
MGYP001171139526,unknown,2782
MGYP003338940209,unknown,3224
MGYP002281582502,unknown,3225
MGYP002492119318,unknown,3226
MGYP005898401417,unknown,3227
MGYP001635829671,unknown,3228
MGYP003026868795,unknown,3229
MGYP006387031107,unknown,3230
MGYP003304606641,unknown,3231
MGYP006345312549,unknown,3232
MGYP000797721778,unknown,1769
MGYP001401808030,unknown,3233
MGYP002381366874,unknown,3234
MGYP001419003777,unknown,3235
MGYP002636793678,unknown,3236
MGYP000482129309,unknown,3237
MGYP005637287393,unknown,3238
MGYP001494108150,unknown,3239
MGYP001084257025,unknown,3239
MGYP003565612519,unknown,3240
MGYP003096813150,unknown,3241
MGYP003342629090,unknown,3242
MGYP000236510192,unknown,3243
MGYP004659795931,unknown,3243
MGYP003137647119,unknown,3244
MGYP003022291371,unknown,3245
MGYP002997835163,unknown,3246
MGYP002625541720,unknown,3247
MGYP000579991615,unknown,3248
MGYP000524320315,unknown,262
MGYP003311351620,unknown,3249
MGYP002710642736,unknown,3250
MGYP005902947371,unknown,3251
MGYP003475014718,unknown,3252
MGYP001129443188,unknown,3252
MGYP003219221245,unknown,3253
MGYP000806166380,unknown,3254
MGYP005981441741,unknown,2294
MGYP000781661890,unknown,2294
MGYP002561055216,unknown,2294
MGYP000362029148,unknown,2294
MGYP004627150891,unknown,3255
MGYP002996340382,unknown,3256
MGYP000078611217,unknown,3256
MGYP001319856805,unknown,3257
MGYP001777536512,unknown,3258
MGYP003544458537,unknown,3259
MGYP006281596499,unknown,3260
MGYP003615514842,unknown,3261
MGYP002556267938,unknown,3262
MGYP002377759792,unknown,3263
MGYP006067493371,unknown,3264
MGYP002682270328,unknown,3265
MGYP000424718373,unknown,3266
MGYP005950673057,unknown,3267
MGYP000052725518,unknown,1385
MGYP001344471684,unknown,1385
MGYP002228873056,unknown,3268
MGYP001662161777,unknown,3269
MGYP001058667647,unknown,3270
MGYP003344941401,unknown,3271
MGYP000831569756,unknown,3272
MGYP006199380601,unknown,3273
MGYP003468408020,unknown,3274
MGYP001228492598,unknown,3275
MGYP001808307481,unknown,3276
MGYP006224354687,unknown,3277
MGYP001291882408,unknown,3278
MGYP004599398793,unknown,3279
MGYP004449735021,unknown,486
MGYP000484358242,unknown,486
MGYP003005938100,unknown,486
MGYP000824516928,unknown,486
MGYP005880730803,unknown,486
MGYP001166518934,unknown,3280
MGYP001596632558,unknown,3281
MGYP002633134590,unknown,3282
MGYP003399270441,unknown,3283
MGYP005948167423,unknown,716
MGYP003580963441,unknown,716
MGYP003202486108,unknown,716
MGYP006343591371,unknown,3284
MGYP000093275954,unknown,3285
MGYP000349683902,unknown,3286
MGYP000092203996,unknown,3287
MGYP006271999683,unknown,3288
MGYP003297200145,unknown,3289
MGYP001239945843,unknown,3290
MGYP000436065612,unknown,3291
MGYP001204760230,unknown,3292
MGYP004527015033,unknown,3293
MGYP001013304918,unknown,3293
MGYP000833536130,unknown,3294
MGYP000294803742,unknown,3295
MGYP000906590304,unknown,3296
MGYP003164473523,unknown,2091
MGYP006050402341,unknown,2091
MGYP002563725248,unknown,2091
MGYP003505732002,unknown,309
MGYP001172987579,unknown,309
MGYP005990258023,unknown,3297
MGYP001486633729,unknown,3297
MGYP000036125494,unknown,3298
MGYP000726515962,unknown,3299
MGYP002728998487,unknown,3300
MGYP003202558507,unknown,3300
MGYP002734788397,unknown,3300
MGYP000324987546,unknown,3301
MGYP001677172491,unknown,3302
MGYP003790916553,unknown,3303
MGYP000415380927,unknown,3304
MGYP000514636931,unknown,3305
MGYP000453760407,unknown,3306
MGYP000713538832,unknown,3307
MGYP003960241509,unknown,3308
MGYP000945017864,unknown,3309
MGYP003272659951,unknown,3310
MGYP006229025685,unknown,3311
MGYP006128464131,unknown,3312
MGYP000376532953,unknown,3204
MGYP001142679423,unknown,3313
MGYP003428739144,unknown,3313
MGYP002451786025,unknown,3314
MGYP000264349491,unknown,3314
MGYP004522566017,unknown,3314
MGYP004479803427,unknown,3315
MGYP003197057007,unknown,3316
MGYP005815402295,unknown,3317
MGYP001144793951,unknown,3318
MGYP003147061640,unknown,3319
MGYP003656289514,unknown,3319
MGYP003406299372,unknown,3320
MGYP006254411845,unknown,3321
MGYP000066637759,unknown,3322
MGYP000462199708,unknown,3323
MGYP000853540680,unknown,3324
MGYP000543419119,unknown,3314
MGYP000772206380,unknown,3325
MGYP000908058492,unknown,3326
MGYP003185120554,unknown,3327
MGYP003383233995,unknown,3328
MGYP003427360000,unknown,3329
MGYP005683576149,unknown,3330
MGYP000594527849,unknown,3331
MGYP001828820006,unknown,3332
MGYP001300129702,unknown,3333
MGYP001325125327,unknown,3334
MGYP003384779051,unknown,3335
MGYP003367608669,unknown,3336
MGYP001091715650,unknown,3337
MGYP001268768807,unknown,3337
MGYP003231969268,unknown,3338
MGYP000745100944,unknown,566
MGYP000092652619,unknown,566
